record_id,month,route_id,day_of_week,scheduled_departure_time,stop_sequence,stop_code,n_observations,mean_cumulative_travel_time_sec,std_cumulative_travel_time_sec,mean_cumulative_distance_m,std_cumulative_distance_m,route_name
16573865,3,37936,2,15,3,5987,28,3.15,1.32,707,0.057308756,15.0
16573866,3,37936,2,15,4,5988,28,4.24,1.7,914,0.057308756,15.0
16573867,3,37936,2,15,5,9921,28,6.51,2.23,1184,0.057308756,15.0
16573868,3,37936,2,15,6,2540,28,7.96,2.48,1406,0.057308756,15.0
16573869,3,37936,2,15,7,1255,28,9.15,3.03,1589,0.057308756,15.0
16573870,3,37936,2,15,8,1028,28,11.3,3.47,1886,0.057308756,15.0
16573871,3,37936,2,15,9,1856,28,12.63,3.82,2078,0.057308756,15.0
16573872,3,37936,2,15,10,1024,28,14.65,4.23,2364,0.057308756,15.0
16573873,3,37936,2,15,11,1025,28,16.71,4.7,2614,0.057308756,15.0
16573874,3,37936,2,15,12,1620,28,17.99,4.76,2979,0.057308756,15.0
16573875,3,37936,2,15,13,1015,28,19.01,4.94,3201,0.057308756,15.0
16573876,3,37936,2,15,14,1014,28,20.07,5.32,3465,0.057308756,15.0
16573877,3,37936,2,15,15,2590,28,22.04,5.8,3790,0.057308756,15.0
16573878,3,37936,2,15,16,1655,28,23.18,5.94,4035,0.057308756,15.0
16573879,3,37936,2,15,17,2591,28,26.11,5.99,4660,0.057308756,15.0
16573880,3,37936,2,15,18,4050,28,27.03,5.98,4842,0.057308756,15.0
16573881,3,37936,2,15,19,1039,28,27.78,6.0,5150,0.057308756,15.0
16573882,3,37936,2,15,20,2258,28,29.1,6.15,5358,0.057308756,15.0
16573883,3,37936,2,15,21,6269,28,31.46,6.46,6173,0.057308756,15.0
16573884,3,37936,2,15,22,6299,28,32.81,6.49,6680,0.057308756,15.0
16573885,3,37936,2,15,23,1963,28,35.09,6.62,7082,0.057308756,15.0
16573886,3,37936,2,15,24,5200,28,36.89,6.91,7521,0.057308756,15.0
16573887,3,37936,2,15,25,6229,28,41.29,7.07,8079,0.057308756,15.0
16573888,3,37936,2,15,26,4216,28,45.49,6.62,8631,0.057308756,15.0
16573889,3,37936,2,15,27,463,28,49.21,6.58,9065,0.057308756,15.0
16573890,3,37936,2,15,28,623,28,52.31,7.04,9479,0.057308756,15.0
16573891,3,37936,2,15,29,6300,28,55.11,7.42,9954,0.057308756,15.0
16573892,3,37936,2,15,30,2399,28,59.19,8.99,10642,0.057308756,15.0
16573893,3,37936,2,15,31,5979,28,60.53,9.64,11177,0.057308756,15.0
16573894,3,37936,2,15,32,2260,28,63.85,11.54,11299,0.057308756,15.0
16573895,3,37936,2,15,33,2261,28,64.87,11.62,11482,0.057308756,15.0
16573896,3,37936,2,15,34,1053,28,65.68,11.63,11747,0.057308756,15.0
16573897,3,37936,2,15,35,6286,28,67.56,11.67,12303,0.057308756,15.0
16573898,3,37936,2,15,36,1905,28,69.07,11.81,12661,0.057308756,15.0
16573899,3,37936,2,15,37,1016,28,70.24,11.99,12967,0.057308756,15.0
16573900,3,37936,2,15,38,1013,28,72.62,12.54,13411,0.057308756,15.0
16573901,3,37936,2,15,39,1017,28,73.32,12.58,13638,0.057308756,15.0
16573902,3,37936,2,15,40,1021,28,74.18,12.57,13874,0.057308756,15.0
16573903,3,37936,2,15,41,1022,28,75.6,12.59,14213,0.057308756,15.0
16573904,3,37936,2,15,42,1858,28,76.05,12.6,14341,0.057308756,15.0
16573905,3,37936,2,15,43,1258,28,76.98,12.32,14616,0.057308756,15.0
16573906,3,37936,2,15,44,1754,28,79.76,12.87,14978,0.057308756,15.0
16573907,3,37936,2,15,45,5952,28,81.34,13.18,15121,0.057308756,15.0
16573908,3,37936,2,15,46,3304,28,82.22,13.31,15358,0.057308756,15.0
16573909,3,37936,2,15,47,3302,28,82.85,13.33,15657,0.057308756,15.0
16573910,3,37936,2,15,48,6267,28,84.67,13.61,15823,0.057308756,15.0
16630530,3,37936,3,15,1,3300,27,0.97,2.02,0,0.057308756,15.0
16630531,3,37936,3,15,2,3301,27,1.48,1.99,291,0.057308756,15.0
16630532,3,37936,3,15,3,5987,27,3.45,1.62,707,0.057308756,15.0
16630533,3,37936,3,15,4,5988,27,4.01,1.0,886,0.057308756,15.0
16630534,3,37936,3,15,5,9921,27,6.9,1.49,1156,0.057308756,15.0
16630535,3,37936,3,15,6,2540,27,8.36,1.58,1377,0.057308756,15.0
16630536,3,37936,3,15,7,1255,27,10.13,2.33,1560,0.057308756,15.0
16630537,3,37936,3,15,8,1028,27,12.4,2.6,1812,0.057308756,15.0
16630538,3,37936,3,15,9,1856,27,13.8,2.91,2004,0.057308756,15.0
16630539,3,37936,3,15,10,1024,27,16.22,3.28,2290,0.057308756,15.0
16630540,3,37936,3,15,11,1025,27,18.48,3.17,2540,0.057308756,15.0
16630541,3,37936,3,15,12,1620,27,19.98,3.24,2902,0.057308756,15.0
16630542,3,37936,3,15,13,1015,27,20.82,3.27,3124,0.057308756,15.0
16630543,3,37936,3,15,14,1014,27,21.67,3.38,3388,0.057308756,15.0
16630544,3,37936,3,15,15,2590,27,23.65,3.69,3684,0.057308756,15.0
16630545,3,37936,3,15,16,1655,27,24.8,3.75,3925,0.057308756,15.0
16630546,3,37936,3,15,17,2591,27,27.66,3.96,4550,0.057308756,15.0
16630547,3,37936,3,15,18,4050,27,28.59,3.95,4704,0.057308756,15.0
16630548,3,37936,3,15,19,1039,27,29.48,4.04,5012,0.057308756,15.0
16630549,3,37936,3,15,20,2258,27,30.92,4.06,5220,0.057308756,15.0
16630550,3,37936,3,15,21,6269,27,33.15,4.25,6035,0.057308756,15.0
16630551,3,37936,3,15,22,6299,27,34.57,4.28,6537,0.057308756,15.0
16630552,3,37936,3,15,23,1963,27,36.59,4.29,6939,0.057308756,15.0
16630553,3,37936,3,15,24,5200,27,37.92,4.38,7358,0.057308756,15.0
16630554,3,37936,3,15,25,6229,27,43.03,5.15,7905,0.057308756,15.0
16630555,3,37936,3,15,26,4216,27,46.58,6.83,8457,0.057308756,15.0
16630556,3,37936,3,15,27,463,27,50.85,7.39,8892,0.057308756,15.0
16630557,3,37936,3,15,28,623,27,54.08,8.19,9306,0.057308756,15.0
16630558,3,37936,3,15,29,6300,27,56.89,7.99,9781,0.057308756,15.0
16630559,3,37936,3,15,30,2399,27,58.98,7.85,10517,0.057308756,15.0
16630560,3,37936,3,15,31,5979,27,60.51,7.68,11052,0.057308756,15.0
16630561,3,37936,3,15,32,2260,27,63.84,7.63,11265,0.057308756,15.0
16630562,3,37936,3,15,33,2261,27,64.85,7.66,11448,0.057308756,15.0
16630563,3,37936,3,15,34,1053,27,65.59,7.6,11713,0.057308756,15.0
16630564,3,37936,3,15,35,6286,27,67.44,7.63,12269,0.057308756,15.0
16630565,3,37936,3,15,36,1905,27,68.92,7.57,12627,0.057308756,15.0
16630566,3,37936,3,15,37,1016,27,70.0,7.64,12933,0.057308756,15.0
16630567,3,37936,3,15,38,1013,27,72.45,7.54,13377,0.057308756,15.0
16630568,3,37936,3,15,39,1017,27,73.12,7.5,13604,0.057308756,15.0
16630569,3,37936,3,15,40,1021,27,74.02,7.44,13840,0.057308756,15.0
16630570,3,37936,3,15,41,1022,27,76.17,7.27,14172,0.057308756,15.0
16630571,3,37936,3,15,42,1858,27,76.61,7.28,14300,0.057308756,15.0
16630572,3,37936,3,15,43,1258,27,77.52,7.52,14563,0.057308756,15.0
16630573,3,37936,3,15,44,1754,27,80.8,7.97,14923,0.057308756,15.0
16630574,3,37936,3,15,45,5952,27,82.44,8.08,15066,0.057308756,15.0
16630575,3,37936,3,15,46,3304,27,83.6,8.05,15285,0.057308756,15.0
16630576,3,37936,3,15,47,3302,27,84.34,8.11,15584,0.057308756,15.0
16630577,3,37936,3,15,48,6267,27,85.6,8.04,15769,0.057308756,15.0
16689965,3,37936,4,15,1,3300,31,0.65,0.58,0,0.057308756,15.0
16689966,3,37936,4,15,2,3301,31,1.14,0.69,291,0.057308756,15.0
16689967,3,37936,4,15,3,5987,31,3.28,0.98,707,0.057308756,15.0
16689968,3,37936,4,15,4,5988,31,4.07,1.15,914,0.057308756,15.0
16689969,3,37936,4,15,5,9921,31,6.55,1.59,1184,0.057308756,15.0
16689970,3,37936,4,15,6,2540,31,7.86,1.75,1406,0.057308756,15.0
16689971,3,37936,4,15,7,1255,31,9.18,2.18,1589,0.057308756,15.0
16689972,3,37936,4,15,8,1028,31,11.6,2.43,1886,0.057308756,15.0
16689973,3,37936,4,15,9,1856,31,13.0,2.8,2078,0.057308756,15.0
16689974,3,37936,4,15,10,1024,31,15.17,3.11,2364,0.057308756,15.0
16689975,3,37936,4,15,11,1025,31,17.36,3.34,2614,0.057308756,15.0
16689976,3,37936,4,15,12,1620,31,18.61,3.47,2979,0.057308756,15.0
16689977,3,37936,4,15,13,1015,31,19.6,3.51,3201,0.057308756,15.0
16689978,3,37936,4,15,14,1014,31,21.11,3.9,3465,0.057308756,15.0
16689979,3,37936,4,15,15,2590,31,23.89,4.12,3790,0.057308756,15.0
16689980,3,37936,4,15,16,1655,31,25.23,4.24,4035,0.057308756,15.0
16689981,3,37936,4,15,17,2591,31,28.42,4.61,4660,0.057308756,15.0
16689982,3,37936,4,15,18,4050,31,29.38,4.58,4842,0.057308756,15.0
16689983,3,37936,4,15,19,1039,31,30.51,4.5,5150,0.057308756,15.0
16689984,3,37936,4,15,20,2258,31,32.05,4.87,5358,0.057308756,15.0
16689985,3,37936,4,15,21,6269,31,34.47,4.87,6173,0.057308756,15.0
16689986,3,37936,4,15,22,6299,31,35.73,5.03,6680,0.057308756,15.0
16689987,3,37936,4,15,23,1963,31,38.16,5.43,7082,0.057308756,15.0
16689988,3,37936,4,15,24,5200,31,39.53,5.67,7536,0.057308756,15.0
16689989,3,37936,4,15,25,6229,31,45.23,8.38,8094,0.057308756,15.0
16689990,3,37936,4,15,26,4216,31,48.34,9.07,8646,0.057308756,15.0
16689991,3,37936,4,15,27,463,31,51.98,9.63,9081,0.057308756,15.0
16689992,3,37936,4,15,28,623,31,54.89,9.95,9495,0.057308756,15.0
16689993,3,37936,4,15,29,6300,31,57.4,10.24,9970,0.057308756,15.0
16689994,3,37936,4,15,30,2399,31,59.58,10.43,10690,0.057308756,15.0
16689995,3,37936,4,15,31,5979,31,60.64,10.43,11225,0.057308756,15.0
16689996,3,37936,4,15,32,2260,31,63.67,10.72,11438,0.057308756,15.0
16689997,3,37936,4,15,33,2261,31,64.7,10.72,11621,0.057308756,15.0
16689998,3,37936,4,15,34,1053,31,65.58,10.69,11886,0.057308756,15.0
16689999,3,37936,4,15,35,6286,31,67.56,10.74,12442,0.057308756,15.0
16690000,3,37936,4,15,36,1905,31,69.2,10.84,12800,0.057308756,15.0
16690001,3,37936,4,15,37,1016,31,70.24,10.95,13106,0.057308756,15.0
16690002,3,37936,4,15,38,1013,31,72.53,10.89,13550,0.057308756,15.0
16690003,3,37936,4,15,39,1017,31,73.54,10.9,13777,0.057308756,15.0
16690004,3,37936,4,15,40,1021,31,74.84,10.9,14013,0.057308756,15.0
16690005,3,37936,4,15,41,1022,31,76.61,10.94,14352,0.057308756,15.0
16690006,3,37936,4,15,42,1858,31,76.92,11.09,14480,0.057308756,15.0
16690007,3,37936,4,15,43,1258,31,78.65,11.0,14757,0.057308756,15.0
16690008,3,37936,4,15,44,1754,31,81.43,11.28,15119,0.057308756,15.0
16690009,3,37936,4,15,45,5952,31,83.01,11.32,15262,0.057308756,15.0
16690010,3,37936,4,15,46,3304,31,83.94,11.31,15499,0.057308756,15.0
16690011,3,37936,4,15,47,3302,31,84.53,11.44,15797,0.057308756,15.0
16690012,3,37936,4,15,48,6267,31,85.88,11.2,15995,0.057308756,15.0
33319337,6,37936,2,16,1,3300,24,11.07,48.11,0,0.057308756,15.0
33319338,6,37936,2,16,2,3301,24,1.79,1.73,291,0.057308756,15.0
33319339,6,37936,2,16,3,5987,24,13.47,48.16,682,0.057308756,15.0
33319340,6,37936,2,16,4,5988,24,14.04,48.11,889,0.057308756,15.0
33319341,6,37936,2,16,5,9921,24,15.86,48.09,1159,0.057308756,15.0
33319342,6,37936,2,16,6,2540,24,16.99,48.24,1381,0.057308756,15.0
33319343,6,37936,2,16,7,1255,24,17.98,48.34,1564,0.057308756,15.0
33319344,6,37936,2,16,8,1028,24,20.14,48.24,1861,0.057308756,15.0
33319345,6,37936,2,16,9,1856,24,21.22,48.22,2053,0.057308756,15.0
33319346,6,37936,2,16,10,1024,24,22.66,48.16,2339,0.057308756,15.0
33319347,6,37936,2,16,11,1025,24,24.11,48.1,2589,0.057308756,15.0
33319348,6,37936,2,16,12,1620,24,25.21,48.08,2954,0.057308756,15.0
33319349,6,37936,2,16,13,1015,24,26.02,48.02,3176,0.057308756,15.0
33319350,6,37936,2,16,14,1014,24,26.64,48.13,3440,0.057308756,15.0
33319351,6,37936,2,16,15,2590,24,28.45,47.98,3765,0.057308756,15.0
33319352,6,37936,2,16,16,1655,24,29.35,47.9,4010,0.057308756,15.0
33319353,6,37936,2,16,17,2591,24,32.87,47.88,4635,0.057308756,15.0
33319354,6,37936,2,16,18,4050,24,33.61,47.87,4817,0.057308756,15.0
33319355,6,37936,2,16,19,1039,24,34.43,47.82,5125,0.057308756,15.0
33319356,6,37936,2,16,20,2258,24,35.69,47.65,5333,0.057308756,15.0
33319357,6,37936,2,16,21,6269,24,37.95,47.5,6148,0.057308756,15.0
33319358,6,37936,2,16,22,6299,24,39.43,47.44,6655,0.057308756,15.0
33319359,6,37936,2,16,23,1963,24,41.83,47.3,7057,0.057308756,15.0
33319360,6,37936,2,16,24,5200,24,44.53,48.61,7511,0.057308756,15.0
33319361,6,37936,2,16,25,6229,24,50.21,51.19,8069,0.057308756,15.0
33319362,6,37936,2,16,26,4216,24,56.13,54.04,8620,0.057308756,15.0
33319363,6,37936,2,16,27,463,24,60.42,57.25,9067,0.057308756,15.0
33319364,6,37936,2,16,28,623,24,64.19,57.79,9481,0.057308756,15.0
33319365,6,37936,2,16,29,6300,24,66.75,57.71,9956,0.057308756,15.0
33319366,6,37936,2,16,30,2399,24,69.17,56.42,10623,0.057308756,15.0
33319367,6,37936,2,16,31,5979,24,70.26,56.42,11158,0.057308756,15.0
33319368,6,37936,2,16,32,2260,24,71.99,54.96,11243,0.057308756,15.0
33319369,6,37936,2,16,33,2261,24,72.97,54.98,11426,0.057308756,15.0
33319370,6,37936,2,16,34,1053,24,73.85,54.98,11691,0.057308756,15.0
33319371,6,37936,2,16,35,6286,24,76.1,55.43,12247,0.057308756,15.0
33319372,6,37936,2,16,36,1905,24,77.46,55.22,12605,0.057308756,15.0
33319373,6,37936,2,16,37,1016,24,78.44,55.16,12911,0.057308756,15.0
33319374,6,37936,2,16,38,1013,24,69.54,11.05,13358,0.057308756,15.0
33319375,6,37936,2,16,39,1017,24,70.16,11.11,13585,0.057308756,15.0
33319376,6,37936,2,16,40,1021,24,71.27,11.39,13821,0.057308756,15.0
33319377,6,37936,2,16,41,1022,24,72.65,11.53,14160,0.057308756,15.0
33319378,6,37936,2,16,42,1858,24,73.04,11.52,14288,0.057308756,15.0
33319379,6,37936,2,16,43,1258,24,74.26,11.71,14569,0.057308756,15.0
33319380,6,37936,2,16,44,1754,24,76.48,12.1,14931,0.057308756,15.0
33319381,6,37936,2,16,45,5952,24,78.03,12.17,15074,0.057308756,15.0
33319382,6,37936,2,16,46,3304,24,79.02,12.14,15311,0.057308756,15.0
33319383,6,37936,2,16,47,3302,24,79.54,12.05,15610,0.057308756,15.0
33319384,6,37936,2,16,48,6267,24,91.44,52.65,15702,0.057308756,15.0
33351805,6,37936,3,16,1,3300,25,0.9,1.0,0,0.057308756,15.0
33351806,6,37936,3,16,2,3301,25,1.26,1.07,291,0.057308756,15.0
33351807,6,37936,3,16,3,5987,25,3.18,1.34,707,0.057308756,15.0
33351808,6,37936,3,16,4,5988,25,3.61,1.58,885,0.057308756,15.0
33351809,6,37936,3,16,5,9921,25,5.46,1.92,1155,0.057308756,15.0
33351810,6,37936,3,16,6,2540,25,6.44,2.14,1377,0.057308756,15.0
33351811,6,37936,3,16,7,1255,25,7.12,2.34,1560,0.057308756,15.0
33351812,6,37936,3,16,8,1028,25,8.92,2.58,1857,0.057308756,15.0
33351813,6,37936,3,16,9,1856,25,9.83,2.85,2049,0.057308756,15.0
33351814,6,37936,3,16,10,1024,25,11.33,3.07,2335,0.057308756,15.0
33351815,6,37936,3,16,11,1025,25,12.66,3.41,2585,0.057308756,15.0
33351816,6,37936,3,16,12,1620,25,13.71,3.59,2950,0.057308756,15.0
33351817,6,37936,3,16,13,1015,25,14.62,3.86,3172,0.057308756,15.0
33351818,6,37936,3,16,14,1014,25,15.3,4.02,3436,0.057308756,15.0
33351819,6,37936,3,16,15,2590,25,17.13,4.54,3761,0.057308756,15.0
33351820,6,37936,3,16,16,1655,25,18.13,4.74,4006,0.057308756,15.0
33351821,6,37936,3,16,17,2591,25,20.8,5.09,4631,0.057308756,15.0
33351822,6,37936,3,16,18,4050,25,21.54,5.22,4813,0.057308756,15.0
33351823,6,37936,3,16,19,1039,25,22.33,5.3,5121,0.057308756,15.0
33351824,6,37936,3,16,20,2258,25,23.63,5.79,5329,0.057308756,15.0
33351825,6,37936,3,16,21,6269,25,26.12,5.89,6143,0.057308756,15.0
33351826,6,37936,3,16,22,6299,25,26.82,6.2,6619,0.057308756,15.0
33351827,6,37936,3,16,23,1963,25,28.8,6.25,7021,0.057308756,15.0
33351828,6,37936,3,16,24,5200,25,30.32,6.56,7475,0.057308756,15.0
33351829,6,37936,3,16,25,6229,25,34.29,6.95,8033,0.057308756,15.0
33351830,6,37936,3,16,26,4216,25,37.03,7.74,8585,0.057308756,15.0
33351831,6,37936,3,16,27,463,25,39.59,7.84,9020,0.057308756,15.0
33351832,6,37936,3,16,28,623,25,42.1,8.1,9434,0.057308756,15.0
33351833,6,37936,3,16,29,6300,25,44.35,8.32,9909,0.057308756,15.0
33351834,6,37936,3,16,30,2399,25,46.44,8.88,10645,0.057308756,15.0
33351835,6,37936,3,16,31,5979,25,47.42,9.03,11180,0.057308756,15.0
33351836,6,37936,3,16,32,2260,25,49.32,9.73,11393,0.057308756,15.0
33351837,6,37936,3,16,33,2261,25,50.12,9.83,11576,0.057308756,15.0
33351838,6,37936,3,16,34,1053,25,50.94,9.92,11841,0.057308756,15.0
33351839,6,37936,3,16,35,6286,25,52.75,10.04,12397,0.057308756,15.0
33351840,6,37936,3,16,36,1905,25,54.43,10.49,12755,0.057308756,15.0
33351841,6,37936,3,16,37,1016,25,55.35,10.53,13061,0.057308756,15.0
33351842,6,37936,3,16,38,1013,25,57.42,10.67,13505,0.057308756,15.0
33351843,6,37936,3,16,39,1017,25,58.02,10.74,13732,0.057308756,15.0
33351844,6,37936,3,16,40,1021,25,58.82,10.82,13968,0.057308756,15.0
33351845,6,37936,3,16,41,1022,25,60.06,10.97,14307,0.057308756,15.0
33351846,6,37936,3,16,42,1858,25,60.43,10.99,14435,0.057308756,15.0
33351847,6,37936,3,16,43,1258,25,61.81,11.27,14716,0.057308756,15.0
33351848,6,37936,3,16,44,1754,25,63.4,11.61,15078,0.057308756,15.0
33351849,6,37936,3,16,45,5952,25,64.67,12.05,15221,0.057308756,15.0
33351850,6,37936,3,16,46,3304,25,65.55,12.24,15458,0.057308756,15.0
33351851,6,37936,3,16,47,3302,25,66.09,12.35,15757,0.057308756,15.0
33351852,6,37936,3,16,48,6267,25,67.33,12.54,15964,0.057308756,15.0
33356438,6,719,4,16,54,20349,5,77.56,4.05,37936,0.057308756,
33376345,6,37936,4,16,1,3300,15,0.81,1.0,0,0.057308756,15.0
33376346,6,37936,4,16,2,3301,15,1.11,1.04,291,0.057308756,15.0
33376347,6,37936,4,16,3,5987,15,3.26,1.2,707,0.057308756,15.0
33376348,6,37936,4,16,4,5988,15,3.91,1.22,914,0.057308756,15.0
33376349,6,37936,4,16,5,9921,15,5.87,1.34,1184,0.057308756,15.0
33376350,6,37936,4,16,6,2540,15,7.05,1.56,1406,0.057308756,15.0
33376351,6,37936,4,16,7,1255,15,7.67,1.58,1589,0.057308756,15.0
33376352,6,37936,4,16,8,1028,15,9.77,1.8,1886,0.057308756,15.0
33376353,6,37936,4,16,9,1856,15,10.95,1.85,2078,0.057308756,15.0
33376354,6,37936,4,16,10,1024,15,12.35,1.8,2364,0.057308756,15.0
33376355,6,37936,4,16,11,1025,15,13.68,2.01,2614,0.057308756,15.0
33376356,6,37936,4,16,12,1620,15,14.87,2.04,2979,0.057308756,15.0
33376357,6,37936,4,16,13,1015,15,15.75,2.03,3201,0.057308756,15.0
33376358,6,37936,4,16,14,1014,15,16.56,2.28,3465,0.057308756,15.0
33376359,6,37936,4,16,15,2590,15,18.3,2.75,3790,0.057308756,15.0
33376360,6,37936,4,16,16,1655,15,19.32,2.81,4035,0.057308756,15.0
33376361,6,37936,4,16,17,2591,15,22.19,2.81,4660,0.057308756,15.0
33376362,6,37936,4,16,18,4050,15,23.06,2.91,4842,0.057308756,15.0
33376363,6,37936,4,16,19,1039,15,23.87,3.17,5150,0.057308756,15.0
33376364,6,37936,4,16,20,2258,15,25.25,3.48,5358,0.057308756,15.0
33376365,6,37936,4,16,21,6269,15,27.99,4.67,6173,0.057308756,15.0
33376366,6,37936,4,16,22,6299,15,27.98,4.06,6680,0.057308756,15.0
33376367,6,37936,4,16,23,1963,15,31.68,6.15,7039,0.057308756,15.0
33376368,6,37936,4,16,24,5200,15,33.65,5.97,7311,0.057308756,15.0
33376369,6,37936,4,16,25,6229,15,35.01,4.27,7950,0.057308756,15.0
33376370,6,37936,4,16,26,4216,15,39.68,6.15,8268,0.057308756,15.0
33376371,6,37936,4,16,27,463,15,42.14,6.48,8703,0.057308756,15.0
33376372,6,37936,4,16,28,623,15,44.21,6.21,9166,0.057308756,15.0
33376373,6,37936,4,16,29,6300,15,46.13,5.76,9748,0.057308756,15.0
33376374,6,37936,4,16,30,2399,15,52.81,13.39,10237,0.057308756,15.0
33376375,6,37936,4,16,31,5979,15,54.71,13.82,10772,0.057308756,15.0
33376376,6,37936,4,16,32,2260,15,57.35,14.67,10985,0.057308756,15.0
33376377,6,37936,4,16,33,2261,15,58.28,14.76,11168,0.057308756,15.0
33376378,6,37936,4,16,34,1053,15,59.16,14.82,11433,0.057308756,15.0
33376379,6,37936,4,16,35,6286,15,61.03,14.83,11989,0.057308756,15.0
33376380,6,37936,4,16,36,1905,15,62.55,14.85,12347,0.057308756,15.0
33376381,6,37936,4,16,37,1016,15,63.52,15.03,12653,0.057308756,15.0
33376382,6,37936,4,16,38,1013,15,65.53,15.21,13097,0.057308756,15.0
33376383,6,37936,4,16,39,1017,15,66.23,15.22,13324,0.057308756,15.0
33376384,6,37936,4,16,40,1021,15,67.02,15.28,13560,0.057308756,15.0
33376385,6,37936,4,16,41,1022,15,68.51,15.42,13899,0.057308756,15.0
33376386,6,37936,4,16,42,1858,15,68.9,15.42,14027,0.057308756,15.0
33376387,6,37936,4,16,43,1258,15,70.35,15.55,14308,0.057308756,15.0
33376388,6,37936,4,16,44,1754,15,71.84,15.63,14670,0.057308756,15.0
33376389,6,37936,4,16,45,5952,15,73.14,15.57,14813,0.057308756,15.0
33376390,6,37936,4,16,46,3304,15,74.09,15.52,15050,0.057308756,15.0
33376391,6,37936,4,16,47,3302,15,74.59,15.5,15349,0.057308756,15.0
33376392,6,37936,4,16,48,6267,15,75.9,15.62,15556,0.057308756,15.0
33426434,6,37936,5,16,1,3300,29,0.91,0.79,0,0.057308756,15.0
33426435,6,37936,5,16,2,3301,29,1.46,1.04,291,0.057308756,15.0
