route_id,month,DayOfWeek,HourSourceTime,StopSequence_Rishui,n_rows_in_group,n_distinct_stopcodes,winning_stopcode,winning_stopcode_votes,ambiguous
11108,1,4,14,9,3,2,953,2,False
11108,1,4,14,10,3,2,954,2,False
5502,1,5,14,42,3,2,6028,2,False
11107,1,5,14,67,3,2,3093,2,False
11108,1,5,14,1,3,2,1711,2,False
11108,1,5,14,2,3,2,6189,2,False
11108,1,5,14,3,3,2,202,2,False
11108,1,5,14,4,3,2,1586,2,False
11108,1,5,14,5,3,2,1525,2,False
11108,1,5,14,6,3,2,947,2,False
11108,1,5,14,7,3,2,948,2,False
11108,1,5,14,8,3,2,952,2,False
11108,1,5,14,9,3,2,953,2,False
11108,1,5,14,10,3,2,954,2,False
5502,1,1,15,42,3,2,6028,2,False
11108,1,1,15,1,3,2,1711,2,False
11108,1,1,15,2,3,2,6189,2,False
11108,1,1,15,3,3,2,202,2,False
11108,1,1,15,4,3,2,1586,2,False
11108,1,1,15,5,3,2,1525,2,False
11108,1,1,15,6,3,2,947,2,False
11108,1,1,15,7,3,2,948,2,False
11108,1,1,15,8,3,2,952,2,False
11108,1,1,15,9,3,2,953,2,False
11108,1,1,15,10,3,2,954,2,False
5502,1,2,15,42,3,2,6028,2,False
11108,1,2,15,1,3,2,1711,2,False
11108,1,2,15,2,3,2,6189,2,False
11108,1,2,15,3,3,2,202,2,False
11108,1,2,15,4,3,2,1586,2,False
11108,1,2,15,5,3,2,1525,2,False
11108,1,2,15,6,3,2,947,2,False
11108,1,2,15,7,3,2,948,2,False
11108,1,2,15,8,3,2,952,2,False
11108,1,2,15,9,3,2,953,2,False
11108,1,2,15,10,3,2,954,2,False
5502,1,3,15,42,3,2,6028,2,False
11108,1,3,15,1,3,2,1711,2,False
11108,1,3,15,2,3,2,6189,2,False
11108,1,3,15,3,3,2,202,2,False
11108,1,3,15,4,3,2,1586,2,False
11108,1,3,15,5,3,2,1525,2,False
11108,1,3,15,6,3,2,947,2,False
11108,1,3,15,7,3,2,948,2,False
11108,1,3,15,8,3,2,952,2,False
11108,1,3,15,9,3,2,953,2,False
11108,1,3,15,10,3,2,954,2,False
5502,1,4,15,42,3,2,6028,2,False
11108,1,4,15,1,3,2,1711,2,False
11108,1,4,15,2,3,2,6189,2,False
11108,1,4,15,3,3,2,202,2,False
11108,1,4,15,4,3,2,1586,2,False
11108,1,4,15,5,3,2,1525,2,False
11108,1,4,15,6,3,2,947,2,False
11108,1,4,15,7,3,2,948,2,False
11108,1,4,15,8,3,2,952,2,False
11108,1,4,15,9,3,2,953,2,False
11108,1,4,15,10,3,2,954,2,False
5502,1,5,15,42,3,2,6028,2,False
11108,1,5,15,1,3,2,1711,2,False
11108,1,5,15,2,3,2,6189,2,False
11108,1,5,15,3,3,2,202,2,False
11108,1,5,15,4,3,2,1586,2,False
11108,1,5,15,5,3,2,1525,2,False
11108,1,5,15,6,3,2,947,2,False
11108,1,5,15,7,3,2,948,2,False
11108,1,5,15,8,3,2,952,2,False
11108,1,5,15,9,3,2,953,2,False
11108,1,5,15,10,3,2,954,2,False
5502,1,2,16,42,3,2,6028,2,False
5502,1,4,16,42,3,2,6028,2,False
5502,1,5,16,42,3,2,6028,2,False
5502,1,2,17,42,3,2,6028,2,False
11108,1,2,17,1,3,2,1711,2,False
11108,1,2,17,2,3,2,6189,2,False
11108,1,2,17,3,3,2,202,2,False
11108,1,2,17,4,3,2,1586,2,False
11108,1,2,17,5,3,2,1525,2,False
11108,1,2,17,6,3,2,947,2,False
11108,1,2,17,7,3,2,948,2,False
11108,1,2,17,8,3,2,952,2,False
11108,1,2,17,9,3,2,953,2,False
11108,1,2,17,10,3,2,954,2,False
5502,1,3,17,42,3,2,6028,2,False
11108,1,3,17,1,3,2,1711,2,False
11108,1,3,17,2,3,2,6189,2,False
11108,1,3,17,3,3,2,202,2,False
11108,1,3,17,4,3,2,1586,2,False
11108,1,3,17,5,3,2,1525,2,False
11108,1,3,17,6,3,2,947,2,False
11108,1,3,17,7,3,2,948,2,False
11108,1,3,17,8,3,2,952,2,False
11108,1,3,17,9,3,2,953,2,False
11108,1,3,17,10,3,2,954,2,False
5502,1,4,17,42,3,2,6028,2,False
11108,1,4,17,1,3,2,1711,2,False
11108,1,4,17,2,3,2,6189,2,False
11108,1,4,17,3,3,2,202,2,False
11108,1,4,17,4,3,2,1586,2,False
11108,1,4,17,5,3,2,1525,2,False
11108,1,4,17,6,3,2,947,2,False
11108,1,4,17,7,3,2,948,2,False
11108,1,4,17,8,3,2,952,2,False
11108,1,4,17,9,3,2,953,2,False
11108,1,4,17,10,3,2,954,2,False
5502,1,5,17,42,3,2,6028,2,False
11107,1,5,17,67,3,2,3093,2,False
11108,1,5,17,1,3,2,1711,2,False
11108,1,5,17,2,3,2,6189,2,False
11108,1,5,17,3,3,2,202,2,False
11108,1,5,17,4,3,2,1586,2,False
11108,1,5,17,5,3,2,1525,2,False
11108,1,5,17,6,3,2,947,2,False
11108,1,5,17,7,3,2,948,2,False
11108,1,5,17,8,3,2,952,2,False
11108,1,5,17,9,3,2,953,2,False
11108,1,5,17,10,3,2,954,2,False
5502,1,1,18,42,3,2,6028,2,False
5502,1,2,18,42,3,2,6028,2,False
11108,1,2,18,1,3,2,1711,2,False
11108,1,2,18,2,3,2,6189,2,False
11108,1,2,18,3,3,2,202,2,False
11108,1,2,18,4,3,2,1586,2,False
11108,1,2,18,5,3,2,1525,2,False
11108,1,2,18,6,3,2,947,2,False
11108,1,2,18,7,3,2,948,2,False
11108,1,2,18,8,3,2,952,2,False
11108,1,2,18,9,3,2,953,2,False
11108,1,2,18,10,3,2,954,2,False
5502,1,3,18,42,3,2,6028,2,False
5502,1,4,18,42,3,2,6028,2,False
5502,1,5,18,42,3,2,6028,2,False
11108,1,5,18,1,3,2,1711,2,False
11108,1,5,18,2,3,2,6189,2,False
11108,1,5,18,3,3,2,202,2,False
11108,1,5,18,4,3,2,1586,2,False
11108,1,5,18,5,3,2,1525,2,False
11108,1,5,18,6,3,2,947,2,False
11108,1,5,18,7,3,2,948,2,False
11108,1,5,18,8,3,2,952,2,False
11108,1,5,18,9,3,2,953,2,False
11108,1,5,18,10,3,2,954,2,False
5502,1,1,19,42,3,2,6028,2,False
11107,1,1,19,67,3,2,3093,2,False
5502,1,2,19,42,3,2,6028,2,False
11107,1,2,19,67,3,2,3093,2,False
11108,1,2,19,1,3,2,1711,2,False
11108,1,2,19,2,3,2,6189,2,False
11108,1,2,19,3,3,2,202,2,False
11108,1,2,19,4,3,2,1586,2,False
11108,1,2,19,5,3,2,1525,2,False
11108,1,2,19,6,3,2,947,2,False
11108,1,2,19,7,3,2,948,2,False
11108,1,2,19,8,3,2,952,2,False
11108,1,2,19,9,3,2,953,2,False
11108,1,2,19,10,3,2,954,2,False
5502,1,3,19,42,3,2,6028,2,False
11107,1,3,19,67,3,2,3093,2,False
11108,1,3,19,1,3,2,1711,2,False
11108,1,3,19,2,3,2,6189,2,False
11108,1,3,19,3,3,2,202,2,False
11108,1,3,19,4,3,2,1586,2,False
11108,1,3,19,5,3,2,1525,2,False
11108,1,3,19,6,3,2,947,2,False
11108,1,3,19,7,3,2,948,2,False
11108,1,3,19,8,3,2,952,2,False
11108,1,3,19,9,3,2,953,2,False
11108,1,3,19,10,3,2,954,2,False
5502,1,4,19,42,3,2,6028,2,False
11107,1,4,19,67,3,2,3093,2,False
11108,1,4,19,1,3,2,1711,2,False
11108,1,4,19,2,3,2,6189,2,False
11108,1,4,19,3,3,2,202,2,False
11108,1,4,19,4,3,2,1586,2,False
11108,1,4,19,5,3,2,1525,2,False
11108,1,4,19,6,3,2,947,2,False
11108,1,4,19,7,3,2,948,2,False
11108,1,4,19,8,3,2,952,2,False
11108,1,4,19,9,3,2,953,2,False
11108,1,4,19,10,3,2,954,2,False
5502,1,5,19,42,3,2,6028,2,False
11107,1,5,19,67,3,2,3093,2,False
11108,1,5,19,1,3,2,1711,2,False
11108,1,5,19,2,3,2,6189,2,False
11108,1,5,19,3,3,2,202,2,False
11108,1,5,19,4,3,2,1586,2,False
11108,1,5,19,5,3,2,1525,2,False
11108,1,5,19,6,3,2,947,2,False
11108,1,5,19,7,3,2,948,2,False
11108,1,5,19,8,3,2,952,2,False
11108,1,5,19,9,3,2,953,2,False
11108,1,5,19,10,3,2,954,2,False
5502,1,7,19,42,3,2,6028,2,False
11107,1,7,19,67,3,2,3093,2,False
11108,1,7,19,1,3,2,1711,2,False
11108,1,7,19,2,3,2,6189,2,False
11108,1,7,19,3,3,2,202,2,False
11108,1,7,19,4,3,2,1586,2,False
11108,1,7,19,5,3,2,1525,2,False
11108,1,7,19,6,3,2,947,2,False
11108,1,7,19,7,3,2,948,2,False
11108,1,7,19,8,3,2,952,2,False
11108,1,7,19,9,3,2,953,2,False
11108,1,7,19,10,3,2,954,2,False
5502,1,2,20,42,3,2,6028,2,False
11108,1,2,20,1,3,2,1711,2,False
11108,1,2,20,2,3,2,6189,2,False
11108,1,2,20,3,3,2,202,2,False
11108,1,2,20,4,3,2,1586,2,False
11108,1,2,20,5,3,2,1525,2,False
11108,1,2,20,6,3,2,947,2,False
11108,1,2,20,7,3,2,948,2,False
11108,1,2,20,8,3,2,952,2,False
11108,1,2,20,9,3,2,953,2,False
11108,1,2,20,10,3,2,954,2,False
5502,1,3,20,42,3,2,6028,2,False
11107,1,3,20,67,3,2,3093,2,False
11108,1,3,20,1,3,2,1711,2,False
11108,1,3,20,2,3,2,6189,2,False
11108,1,3,20,3,3,2,202,2,False
11108,1,3,20,4,3,2,1586,2,False
11108,1,3,20,5,3,2,1525,2,False
11108,1,3,20,6,3,2,947,2,False
11108,1,3,20,7,3,2,948,2,False
11108,1,3,20,8,3,2,952,2,False
11108,1,3,20,9,3,2,953,2,False
11108,1,3,20,10,3,2,954,2,False
5502,1,4,20,42,3,2,6028,2,False
11108,1,4,20,1,3,2,1711,2,False
11108,1,4,20,2,3,2,6189,2,False
11108,1,4,20,3,3,2,202,2,False
11108,1,4,20,4,3,2,1586,2,False
11108,1,4,20,5,3,2,1525,2,False
11108,1,4,20,6,3,2,947,2,False
11108,1,4,20,7,3,2,948,2,False
11108,1,4,20,8,3,2,952,2,False
11108,1,4,20,9,3,2,953,2,False
11108,1,4,20,10,3,2,954,2,False
5502,1,5,20,42,3,2,6028,2,False
11107,1,5,20,67,3,2,3093,2,False
11108,1,5,20,1,3,2,1711,2,False
11108,1,5,20,2,3,2,6189,2,False
11108,1,5,20,3,3,2,202,2,False
11108,1,5,20,4,3,2,1586,2,False
11108,1,5,20,5,3,2,1525,2,False
11108,1,5,20,6,3,2,947,2,False
11108,1,5,20,7,3,2,948,2,False
11108,1,5,20,8,3,2,952,2,False
11108,1,5,20,9,3,2,953,2,False
11108,1,5,20,10,3,2,954,2,False
5502,1,7,20,42,3,2,6028,2,False
11108,1,7,20,1,3,2,1711,2,False
11108,1,7,20,2,3,2,6189,2,False
11108,1,7,20,3,3,2,202,2,False
11108,1,7,20,4,3,2,1586,2,False
11108,1,7,20,5,3,2,1525,2,False
11108,1,7,20,6,3,2,947,2,False
11108,1,7,20,7,3,2,948,2,False
11108,1,7,20,8,3,2,952,2,False
11108,1,7,20,9,3,2,953,2,False
11108,1,7,20,10,3,2,954,2,False
11107,1,1,21,67,3,2,3093,2,False
11108,1,1,21,1,3,2,1711,2,False
11108,1,1,21,2,3,2,6189,2,False
11108,1,1,21,3,3,2,202,2,False
11108,1,1,21,4,3,2,1586,2,False
11108,1,1,21,5,3,2,1525,2,False
11108,1,1,21,6,3,2,947,2,False
11108,1,1,21,7,3,2,948,2,False
11108,1,1,21,8,3,2,952,2,False
11108,1,1,21,9,3,2,953,2,False
11108,1,1,21,10,3,2,954,2,False
11107,1,2,21,67,3,2,3093,2,False
11108,1,2,21,1,3,2,1711,2,False
11108,1,2,21,2,3,2,6189,2,False
11108,1,2,21,3,3,2,202,2,False
11108,1,2,21,4,3,2,1586,2,False
11108,1,2,21,5,3,2,1525,2,False
11108,1,2,21,6,3,2,947,2,False
11108,1,2,21,7,3,2,948,2,False
11108,1,2,21,8,3,2,952,2,False
11108,1,2,21,9,3,2,953,2,False
11108,1,2,21,10,3,2,954,2,False
11107,1,3,21,67,3,2,3093,2,False
11108,1,3,21,1,3,2,1711,2,False
11108,1,3,21,2,3,2,6189,2,False
11108,1,3,21,3,3,2,202,2,False
11108,1,3,21,4,3,2,1586,2,False
11108,1,3,21,5,3,2,1525,2,False
11108,1,3,21,6,3,2,947,2,False
11108,1,3,21,7,3,2,948,2,False
11108,1,3,21,8,3,2,952,2,False
11108,1,3,21,9,3,2,953,2,False
11108,1,3,21,10,3,2,954,2,False
5502,1,4,21,42,3,2,6028,2,False
11107,1,4,21,67,3,2,3093,2,False
11108,1,4,21,1,3,2,1711,2,False
11108,1,4,21,2,3,2,6189,2,False
11108,1,4,21,3,3,2,202,2,False
11108,1,4,21,4,3,2,1586,2,False
11108,1,4,21,5,3,2,1525,2,False
11108,1,4,21,6,3,2,947,2,False
11108,1,4,21,7,3,2,948,2,False
11108,1,4,21,8,3,2,952,2,False
11108,1,4,21,9,3,2,953,2,False
11108,1,4,21,10,3,2,954,2,False
5502,1,5,21,42,3,2,6028,2,False
11107,1,5,21,67,3,2,3093,2,False
11108,1,5,21,1,3,2,1711,2,False
11108,1,5,21,2,3,2,6189,2,False
11108,1,5,21,3,3,2,202,2,False
11108,1,5,21,4,3,2,1586,2,False
11108,1,5,21,5,3,2,1525,2,False
11108,1,5,21,6,3,2,947,2,False
11108,1,5,21,7,3,2,948,2,False
11108,1,5,21,8,3,2,952,2,False
11108,1,5,21,9,3,2,953,2,False
11108,1,5,21,10,3,2,954,2,False
5502,1,7,21,42,3,2,6028,2,False
11107,1,7,21,67,3,2,3093,2,False
5502,1,1,22,42,3,2,6028,2,False
11108,1,1,22,1,3,2,1711,2,False
11108,1,1,22,2,3,2,6189,2,False
11108,1,1,22,3,3,2,202,2,False
11108,1,1,22,4,3,2,1586,2,False
11108,1,1,22,5,3,2,1525,2,False
11108,1,1,22,6,3,2,947,2,False
11108,1,1,22,7,3,2,948,2,False
11108,1,1,22,8,3,2,952,2,False
11108,1,1,22,9,3,2,953,2,False
11108,1,1,22,10,3,2,954,2,False
5502,1,2,22,42,3,2,6028,2,False
11108,1,2,22,1,3,2,1711,2,False
11108,1,2,22,2,3,2,6189,2,False
11108,1,2,22,3,3,2,202,2,False
11108,1,2,22,4,3,2,1586,2,False
11108,1,2,22,5,3,2,1525,2,False
11108,1,2,22,6,3,2,947,2,False
11108,1,2,22,7,3,2,948,2,False
11108,1,2,22,8,3,2,952,2,False
11108,1,2,22,9,3,2,953,2,False
11108,1,2,22,10,3,2,954,2,False
5502,1,3,22,42,3,2,6028,2,False
11107,1,3,22,67,3,2,3093,2,False
11108,1,3,22,1,3,2,1711,2,False
11108,1,3,22,2,3,2,6189,2,False
11108,1,3,22,3,3,2,202,2,False
11108,1,3,22,4,3,2,1586,2,False
11108,1,3,22,5,3,2,1525,2,False
11108,1,3,22,6,3,2,947,2,False
11108,1,3,22,7,3,2,948,2,False
11108,1,3,22,8,3,2,952,2,False
11108,1,3,22,9,3,2,953,2,False
11108,1,3,22,10,3,2,954,2,False
5502,1,4,22,42,3,2,6028,2,False
11107,1,4,22,67,3,2,3093,2,False
5502,1,5,22,42,3,2,6028,2,False
11108,1,5,22,1,3,2,1711,2,False
11108,1,5,22,2,3,2,6189,2,False
11108,1,5,22,3,3,2,202,2,False
11108,1,5,22,4,3,2,1586,2,False
11108,1,5,22,5,3,2,1525,2,False
11108,1,5,22,6,3,2,947,2,False
11108,1,5,22,7,3,2,948,2,False
11108,1,5,22,8,3,2,952,2,False
11108,1,5,22,9,3,2,953,2,False
11108,1,5,22,10,3,2,954,2,False
5502,1,7,22,42,3,2,6028,2,False
11107,1,7,22,67,3,2,3093,2,False
11107,1,1,23,67,3,2,3093,2,False
11108,1,1,23,1,3,2,1711,2,False
11108,1,1,23,2,3,2,6189,2,False
11108,1,1,23,3,3,2,202,2,False
11108,1,1,23,4,3,2,1586,2,False
11108,1,1,23,5,3,2,1525,2,False
11108,1,1,23,6,3,2,947,2,False
11108,1,1,23,7,3,2,948,2,False
11108,1,1,23,8,3,2,952,2,False
11108,1,1,23,9,3,2,953,2,False
11108,1,1,23,10,3,2,954,2,False
5502,1,2,23,42,3,2,6028,2,False
11107,1,2,23,67,3,2,3093,2,False
11108,1,2,23,1,3,2,1711,2,False
11108,1,2,23,2,3,2,6189,2,False
11108,1,2,23,3,3,2,202,2,False
11108,1,2,23,4,3,2,1586,2,False
11108,1,2,23,5,3,2,1525,2,False
11108,1,2,23,6,3,2,947,2,False
11108,1,2,23,7,3,2,948,2,False
11108,1,2,23,8,3,2,952,2,False
11108,1,2,23,9,3,2,953,2,False
11108,1,2,23,10,3,2,954,2,False
5502,1,3,23,42,3,2,6028,2,False
11108,1,3,23,1,3,2,1711,2,False
11108,1,3,23,2,3,2,6189,2,False
11108,1,3,23,3,3,2,202,2,False
11108,1,3,23,4,3,2,1586,2,False
11108,1,3,23,5,3,2,1525,2,False
11108,1,3,23,6,3,2,947,2,False
11108,1,3,23,7,3,2,948,2,False
11108,1,3,23,8,3,2,952,2,False
11108,1,3,23,9,3,2,953,2,False
11108,1,3,23,10,3,2,954,2,False
5502,1,4,23,42,3,2,6028,2,False
11108,1,4,23,1,3,2,1711,2,False
11108,1,4,23,2,3,2,6189,2,False
11108,1,4,23,3,3,2,202,2,False
11108,1,4,23,4,3,2,1586,2,False
11108,1,4,23,5,3,2,1525,2,False
11108,1,4,23,6,3,2,947,2,False
11108,1,4,23,7,3,2,948,2,False
11108,1,4,23,8,3,2,952,2,False
11108,1,4,23,9,3,2,953,2,False
11108,1,4,23,10,3,2,954,2,False
5502,1,5,23,42,3,2,6028,2,False
11107,1,5,23,67,3,2,3093,2,False
11108,1,5,23,1,3,2,1711,2,False
11108,1,5,23,2,3,2,6189,2,False
11108,1,5,23,3,3,2,202,2,False
11108,1,5,23,4,3,2,1586,2,False
11108,1,5,23,5,3,2,1525,2,False
11108,1,5,23,6,3,2,947,2,False
11108,1,5,23,7,3,2,948,2,False
11108,1,5,23,8,3,2,952,2,False
11108,1,5,23,9,3,2,953,2,False
11108,1,5,23,10,3,2,954,2,False
5502,1,7,23,42,3,2,6028,2,False
11108,1,7,23,1,3,2,1711,2,False
11108,1,7,23,2,3,2,6189,2,False
11108,1,7,23,3,3,2,202,2,False
11108,1,7,23,4,3,2,1586,2,False
11108,1,7,23,5,3,2,1525,2,False
11108,1,7,23,6,3,2,947,2,False
11108,1,7,23,7,3,2,948,2,False
11108,1,7,23,8,3,2,952,2,False
11108,1,7,23,9,3,2,953,2,False
11108,1,7,23,10,3,2,954,2,False
