route_name,direction_group,route_variant_id,count,n_stops,ref_n_stops,n_missing,missing_fraction,missing_stop_names,heuristic_label,cluster_id,in_display_set
97,direction_B,17,1,30,34,4,0.118,"[""עזה/רד''ק"", 'מטודלה', 'סעדיה גאון', 'רופין/דיסקין']",blocked,97_direction_B_cluster_1,False
97,direction_B,18,1,30,34,4,0.118,"[""רופין/שד' הזז"", 'קפלן/רופין', 'הכנסת/קפלן', 'גן הורדים/זוסמן']",blocked,97_direction_B_cluster_1,False
97,direction_B,15,1,30,34,4,0.118,"['ביטוח לאומי', ""גשר המיתרים/שד' הרצל"", ""שדרות שז''ר/בנייני האומה"", 'בנייני האומה/הנשיא השישי']",blocked,97_direction_B_cluster_2,False
97,direction_B,1,19,32,34,2,0.059,"[""עזה/רד''ק"", 'מטודלה']",regular,,True
97,direction_B,2,8,32,34,2,0.059,"['הכנסת/קפלן', 'גן הורדים/זוסמן']",regular,,True
97,direction_B,4,7,33,34,1,0.029,"[""גשר המיתרים/שד' הרצל""]",regular,,True
97,direction_B,11,1,31,34,3,0.088,"['הכנסת/קפלן', 'גן הורדים/זוסמן', 'בית המשפט העליון/זוסמן']",regular,,False
97,direction_B,12,1,31,34,3,0.088,"[""גשר המיתרים/שד' הרצל"", ""שדרות שז''ר/בנייני האומה"", 'בנייני האומה/הנשיא השישי']",regular,,False
97,direction_B,13,1,33,34,1,0.029,['הכנסת/קפלן'],regular,,False
97,direction_B,14,1,32,34,2,0.059,"['קפלן/רופין', 'הכנסת/קפלן']",regular,,False
97,direction_B,19,1,33,34,1,0.029,['סעדיה גאון'],regular,,False
97,direction_B,20,1,33,34,1,0.029,['לייב יפה/מוזס'],regular,,False
97,direction_B,21,1,31,34,3,0.088,"[""עזה/רד''ק"", 'מטודלה', 'רופין/דיסקין']",regular,,False
97,direction_B,22,1,33,34,1,0.029,['מטודלה'],regular,,False
