record_id,month,route_id,day_of_week,scheduled_departure_time,stop_sequence,stop_code,n_observations,mean_cumulative_travel_time_sec,std_cumulative_travel_time_sec,mean_cumulative_distance_m,std_cumulative_distance_m,route_name
34554657,6,10398,7,21,43,1445,7,42.16,5.28,12526,0.057308756,17
34554658,6,10398,7,21,44,1371,7,42.48,5.31,12700,0.057308756,17
34554659,6,10398,7,21,45,1368,7,44.74,5.19,13966,0.057308756,17
34554660,6,10398,7,21,46,1367,7,44.44,5.13,13503,0.057308756,17
34554661,6,10398,7,21,47,1370,7,44.82,5.19,13735,0.057308756,17
34768520,6,10398,7,22,1,6004,8,0.43,0.35,0,0.057308756,17
34768521,6,10398,7,22,2,6081,8,0.57,0.38,266,0.057308756,17
34768522,6,10398,7,22,3,9995,8,1.21,0.41,610,0.057308756,17
34768523,6,10398,7,22,4,6124,8,1.64,0.4,823,0.057308756,17
34768524,6,10398,7,22,5,3027,8,1.97,0.43,923,0.057308756,17
34768525,6,10398,7,22,6,3004,8,2.46,0.43,1192,0.057308756,17
34768526,6,10398,7,22,7,9975,8,2.74,0.45,1298,0.057308756,17
34768527,6,10398,7,22,8,3561,8,2.95,0.49,1398,0.057308756,17
34768528,6,10398,7,22,9,9882,8,3.75,1.44,2350,0.057308756,17
34768529,6,10398,7,22,10,3245,8,5.7,0.4,3215,0.057308756,17
34768530,6,10398,7,22,11,5891,8,6.15,0.47,3385,0.057308756,17
34768531,6,10398,7,22,12,3668,8,6.67,0.51,3632,0.057308756,17
34768532,6,10398,7,22,13,5923,8,6.99,0.53,3653,0.057308756,17
34768533,6,10398,7,22,14,3246,8,7.26,0.54,3750,0.057308756,17
34768534,6,10398,7,22,15,3249,8,7.55,0.61,3967,0.057308756,17
34768535,6,10398,7,22,16,3250,8,8.12,0.63,4284,0.057308756,17
34768536,6,10398,7,22,17,2922,8,8.9,0.67,4711,0.057308756,17
34768537,6,10398,7,22,18,1586,8,11.94,0.77,5664,0.057308756,17
34768538,6,10398,7,22,19,2008,8,12.9,0.83,6159,0.057308756,17
34768539,6,10398,7,22,20,1526,8,14.14,2.62,6433,0.057308756,17
34768540,6,10398,7,22,21,949,8,14.16,0.96,7073,0.057308756,17
34768541,6,10398,7,22,22,1054,8,16.2,1.99,7689,0.057308756,17
34768542,6,10398,7,22,29,1555,8,19.77,1.77,7893,0.057308756,17
34768543,6,10398,7,22,30,2024,8,20.2,2.0,8106,0.057308756,17
34768544,6,10398,7,22,31,3605,8,20.89,1.45,8454,0.057308756,17
34768545,6,10398,7,22,32,4173,8,22.01,1.68,8724,0.057308756,17
34768546,6,10398,7,22,33,3379,8,24.57,1.9,9029,0.057308756,17
34768547,6,10398,7,22,34,2246,8,25.86,1.76,9488,0.057308756,17
34768548,6,10398,7,22,35,255,8,29.7,4.05,10278,0.057308756,17
34768549,6,10398,7,22,36,257,8,30.38,3.61,10310,0.057308756,17
34768550,6,10398,7,22,37,264,8,31.06,3.66,10651,0.057308756,17
34768551,6,10398,7,22,38,2410,8,31.86,3.76,11032,0.057308756,17
34768552,6,10398,7,22,39,427,8,32.63,3.78,11514,0.057308756,17
34768553,6,10398,7,22,40,9999,8,34.06,4.03,11735,0.057308756,17
34768554,6,10398,7,22,41,1435,8,34.75,4.06,11983,0.057308756,17
34768555,6,10398,7,22,42,1444,8,35.27,4.0,12193,0.057308756,17
34768556,6,10398,7,22,43,1445,8,35.71,4.04,12382,0.057308756,17
34768557,6,10398,7,22,44,1371,8,36.06,3.97,12556,0.057308756,17
34768558,6,10398,7,22,45,1368,8,37.52,4.25,13397,0.057308756,17
34768559,6,10398,7,22,46,1367,8,37.89,4.21,13594,0.057308756,17
34768560,6,10398,7,22,47,1370,8,38.26,3.85,13579,0.057308756,17
34804580,6,10398,1,23,1,6004,9,0.39,0.16,0,0.057308756,17
34804581,6,10398,1,23,2,6081,9,0.54,0.2,266,0.057308756,17
34804582,6,10398,1,23,3,9995,9,1.33,0.31,610,0.057308756,17
34804583,6,10398,1,23,4,6124,9,1.76,0.37,823,0.057308756,17
34804584,6,10398,1,23,5,3027,9,2.13,0.41,923,0.057308756,17
34804585,6,10398,1,23,6,3004,9,2.59,0.47,1192,0.057308756,17
34804586,6,10398,1,23,7,9975,9,2.26,1.33,1033,0.057308756,17
34804587,6,10398,1,23,8,3561,9,3.08,0.49,1133,0.057308756,17
34804588,6,10398,1,23,9,9882,9,4.36,0.55,2273,0.057308756,17
34804589,6,10398,1,23,10,3245,9,5.79,0.62,3164,0.057308756,17
34804590,6,10398,1,23,11,5891,9,6.29,0.59,3334,0.057308756,17
34804591,6,10398,1,23,12,3668,9,6.87,0.67,3581,0.057308756,17
34804592,6,10398,1,23,13,5923,9,7.33,0.59,3739,0.057308756,17
34804593,6,10398,1,23,14,3246,9,7.59,0.57,3836,0.057308756,17
34804594,6,10398,1,23,15,3249,9,7.85,0.56,4053,0.057308756,17
34804595,6,10398,1,23,16,3250,9,8.39,0.6,4370,0.057308756,17
34804596,6,10398,1,23,17,2922,9,9.34,0.76,4797,0.057308756,17
34804597,6,10398,1,23,18,1586,9,12.57,0.95,5750,0.057308756,17
34804598,6,10398,1,23,19,2008,9,13.44,0.92,6295,0.057308756,17
34804599,6,10398,1,23,20,1526,9,13.86,0.91,6587,0.057308756,17
34804600,6,10398,1,23,21,949,9,14.7,0.99,7209,0.057308756,17
34804601,6,10398,1,23,22,1054,9,16.37,0.86,7921,0.057308756,17
34804602,6,10398,1,23,23,1575,9,16.92,0.71,8055,0.057308756,17
34804603,6,10398,1,23,24,1484,9,18.74,1.59,8449,0.057308756,17
34804604,6,10398,1,23,25,1079,9,19.39,1.25,8630,0.057308756,17
34804605,6,10398,1,23,26,1080,9,21.29,1.63,9084,0.057308756,17
34804606,6,10398,1,23,27,1544,9,22.18,1.51,9416,0.057308756,17
34804607,6,10398,1,23,28,1546,9,23.48,1.57,9703,0.057308756,17
34804608,6,10398,1,23,29,1555,9,23.27,1.75,9569,0.057308756,17
34804609,6,10398,1,23,30,2024,9,24.15,2.03,9782,0.057308756,17
34804610,6,10398,1,23,31,3605,9,25.2,2.15,10034,0.057308756,17
34804611,6,10398,1,23,32,4173,9,26.32,2.25,10304,0.057308756,17
34804612,6,10398,1,23,33,3379,9,28.37,2.34,10770,0.057308756,17
34804613,6,10398,1,23,34,2246,9,29.44,2.5,11229,0.057308756,17
34804614,6,10398,1,23,35,255,9,31.87,3.14,11972,0.057308756,17
34804615,6,10398,1,23,36,257,9,32.37,3.13,12237,0.057308756,17
34804616,6,10398,1,23,37,264,9,33.88,2.8,12578,0.057308756,17
34804617,6,10398,1,23,38,2410,9,34.68,2.84,12959,0.057308756,17
34804618,6,10398,1,23,39,427,9,36.55,5.51,13441,0.057308756,17
34804619,6,10398,1,23,40,9999,9,37.85,5.29,13662,0.057308756,17
34804620,6,10398,1,23,41,1435,9,38.48,5.25,13910,0.057308756,17
34804621,6,10398,1,23,42,1444,9,38.89,5.28,14120,0.057308756,17
34804622,6,10398,1,23,43,1445,9,39.22,5.31,14309,0.057308756,17
34804623,6,10398,1,23,44,1371,9,39.66,5.3,14483,0.057308756,17
34804624,6,10398,1,23,45,1368,9,42.92,6.66,15190,0.057308756,17
34804625,6,10398,1,23,46,1367,9,43.29,6.67,15387,0.057308756,17
34804626,6,10398,1,23,47,1370,9,43.58,6.6,15619,0.057308756,17
34832343,6,10398,2,23,1,6004,7,0.63,0.4,0,0.057308756,17
34832344,6,10398,2,23,2,6081,7,0.76,0.43,266,0.057308756,17
34832345,6,10398,2,23,3,9995,7,1.54,0.61,610,0.057308756,17
34832346,6,10398,2,23,4,6124,7,1.97,0.67,823,0.057308756,17
34832347,6,10398,2,23,5,3027,7,2.33,0.72,923,0.057308756,17
34832348,6,10398,2,23,6,3004,7,2.76,0.8,1192,0.057308756,17
34832349,6,10398,2,23,7,9975,7,3.09,0.83,1298,0.057308756,17
34832350,6,10398,2,23,8,3561,7,3.3,0.87,1398,0.057308756,17
34832351,6,10398,2,23,9,9882,7,4.48,0.86,2538,0.057308756,17
34832352,6,10398,2,23,10,3245,7,6.02,1.03,3429,0.057308756,17
34832353,6,10398,2,23,11,5891,7,6.52,1.05,3599,0.057308756,17
34832354,6,10398,2,23,12,3668,7,7.04,1.09,3846,0.057308756,17
34832355,6,10398,2,23,13,5923,7,7.47,1.07,4004,0.057308756,17
34832356,6,10398,2,23,14,3246,7,7.75,1.09,4101,0.057308756,17
34832357,6,10398,2,23,15,3249,7,7.99,1.11,4318,0.057308756,17
34832358,6,10398,2,23,16,3250,7,8.58,1.18,4635,0.057308756,17
34832359,6,10398,2,23,17,2922,7,9.36,1.31,5062,0.057308756,17
34832360,6,10398,2,23,18,1586,7,12.4,1.77,6015,0.057308756,17
34832361,6,10398,2,23,19,2008,7,13.69,1.89,6560,0.057308756,17
34832362,6,10398,2,23,20,1526,7,14.1,2.02,6852,0.057308756,17
34832363,6,10398,2,23,21,949,7,14.8,2.17,7474,0.057308756,17
34832364,6,10398,2,23,22,1054,7,16.26,2.39,8186,0.057308756,17
34832365,6,10398,2,23,29,1555,7,18.57,3.35,8390,0.057308756,17
34832366,6,10398,2,23,30,2024,7,19.35,2.88,8603,0.057308756,17
34832367,6,10398,2,23,31,3605,7,20.29,2.83,8855,0.057308756,17
34832368,6,10398,2,23,32,4173,7,21.14,2.67,9125,0.057308756,17
34832369,6,10398,2,23,33,3379,7,23.58,2.91,9591,0.057308756,17
34832370,6,10398,2,23,34,2246,7,25.04,2.73,10050,0.057308756,17
34832371,6,10398,2,23,35,255,7,26.92,2.78,10793,0.057308756,17
34832372,6,10398,2,23,36,257,7,27.43,2.82,11058,0.057308756,17
34832373,6,10398,2,23,37,264,7,28.05,2.87,11399,0.057308756,17
34832374,6,10398,2,23,38,2410,7,28.84,2.94,11780,0.057308756,17
34832375,6,10398,2,23,39,427,7,29.63,2.97,12262,0.057308756,17
34832376,6,10398,2,23,40,9999,7,30.69,2.77,12483,0.057308756,17
34832377,6,10398,2,23,41,1435,7,31.35,2.77,12731,0.057308756,17
34832378,6,10398,2,23,42,1444,7,31.79,2.8,12941,0.057308756,17
34832379,6,10398,2,23,43,1445,7,32.13,2.85,13130,0.057308756,17
34832380,6,10398,2,23,44,1371,7,32.53,2.91,13304,0.057308756,17
34832381,6,10398,2,23,45,1368,7,34.01,2.97,14011,0.057308756,17
34832382,6,10398,2,23,46,1367,7,34.38,2.98,14208,0.057308756,17
34832383,6,10398,2,23,47,1370,7,34.75,3.02,14440,0.057308756,17
34868202,6,10398,4,23,1,6004,8,1.88,2.84,0,0.057308756,17
34868203,6,10398,4,23,2,6081,8,2.03,2.85,266,0.057308756,17
34868204,6,10398,4,23,3,9995,8,2.83,2.9,610,0.057308756,17
34868205,6,10398,4,23,4,6124,8,3.27,2.94,823,0.057308756,17
34868206,6,10398,4,23,5,3027,8,3.66,2.97,923,0.057308756,17
34868207,6,10398,4,23,6,3004,8,4.1,3.0,1192,0.057308756,17
34868208,6,10398,4,23,7,9975,8,4.42,3.0,1298,0.057308756,17
34868209,6,10398,4,23,8,3561,8,4.63,2.99,1398,0.057308756,17
34868210,6,10398,4,23,9,9882,8,5.89,3.04,2538,0.057308756,17
34868211,6,10398,4,23,10,3245,8,7.36,3.11,3429,0.057308756,17
34868212,6,10398,4,23,11,5891,8,7.83,3.15,3599,0.057308756,17
34868213,6,10398,4,23,12,3668,8,8.34,3.19,3846,0.057308756,17
34868214,6,10398,4,23,13,5923,8,8.77,3.19,4004,0.057308756,17
34868215,6,10398,4,23,14,3246,8,9.28,3.42,4101,0.057308756,17
34868216,6,10398,4,23,15,3249,8,9.58,3.45,4318,0.057308756,17
34868217,6,10398,4,23,16,3250,8,9.92,3.31,4595,0.057308756,17
34868218,6,10398,4,23,17,2922,8,10.76,3.52,5022,0.057308756,17
34868219,6,10398,4,23,18,1586,8,14.7,4.23,5975,0.057308756,17
34868220,6,10398,4,23,19,2008,8,15.64,4.35,6520,0.057308756,17
34868221,6,10398,4,23,20,1526,8,16.05,4.29,6812,0.057308756,17
34868222,6,10398,4,23,21,949,8,17.03,4.59,7434,0.057308756,17
34868223,6,10398,4,23,22,1054,8,18.44,4.63,8146,0.057308756,17
34868224,6,10398,4,23,23,1575,8,17.44,1.64,8343,0.057308756,17
34868225,6,10398,4,23,24,1484,8,19.25,1.54,8794,0.057308756,17
34868226,6,10398,4,23,25,1079,8,20.28,2.04,9035,0.057308756,17
34868227,6,10398,4,23,26,1080,8,22.16,1.81,9489,0.057308756,17
34868228,6,10398,4,23,27,1544,8,23.01,1.49,9661,0.057308756,17
34868229,6,10398,4,23,28,1546,8,24.06,1.57,10108,0.057308756,17
34868230,6,10398,4,23,29,1555,8,25.39,3.8,9676,0.057308756,17
34868231,6,10398,4,23,30,2024,8,26.21,3.64,9889,0.057308756,17
34868232,6,10398,4,23,31,3605,8,26.94,3.71,10141,0.057308756,17
34868233,6,10398,4,23,32,4173,8,27.79,4.11,10411,0.057308756,17
34868234,6,10398,4,23,33,3379,8,29.85,4.07,10877,0.057308756,17
34868235,6,10398,4,23,34,2246,8,31.2,4.26,11336,0.057308756,17
34868236,6,10398,4,23,35,255,8,33.54,4.27,12079,0.057308756,17
34868237,6,10398,4,23,36,257,8,34.03,4.29,12344,0.057308756,17
34868238,6,10398,4,23,37,264,8,34.72,4.4,12685,0.057308756,17
34868239,6,10398,4,23,38,2410,8,35.48,4.42,13066,0.057308756,17
34868240,6,10398,4,23,39,427,8,36.29,4.4,13548,0.057308756,17
34868241,6,10398,4,23,40,9999,8,37.57,4.69,13769,0.057308756,17
34868242,6,10398,4,23,41,1435,8,38.25,4.81,14017,0.057308756,17
34868243,6,10398,4,23,42,1444,8,38.83,4.87,14227,0.057308756,17
34868244,6,10398,4,23,43,1445,8,39.18,4.91,14416,0.057308756,17
34868245,6,10398,4,23,44,1371,8,39.47,4.91,14590,0.057308756,17
34868246,6,10398,4,23,45,1368,8,40.87,4.98,15297,0.057308756,17
34868247,6,10398,4,23,46,1367,8,41.28,5.0,15494,0.057308756,17
34868248,6,10398,4,23,47,1370,8,41.68,5.03,15726,0.057308756,17
34893249,6,10398,5,23,1,6004,8,2.1,1.8,0,0.057308756,17
34893250,6,10398,5,23,2,6081,8,2.23,1.8,266,0.057308756,17
34893251,6,10398,5,23,3,9995,8,2.97,1.82,610,0.057308756,17
34893252,6,10398,5,23,4,6124,8,3.44,1.81,823,0.057308756,17
34893253,6,10398,5,23,5,3027,8,3.81,1.8,923,0.057308756,17
34893254,6,10398,5,23,6,3004,8,4.33,1.78,1192,0.057308756,17
34893255,6,10398,5,23,7,9975,8,4.69,1.83,1298,0.057308756,17
34893256,6,10398,5,23,8,3561,8,4.9,1.85,1398,0.057308756,17
34893257,6,10398,5,23,9,9882,8,6.15,1.86,2538,0.057308756,17
34893258,6,10398,5,23,10,3245,8,7.75,1.87,3429,0.057308756,17
34893259,6,10398,5,23,11,5891,8,8.26,1.88,3599,0.057308756,17
34893260,6,10398,5,23,12,3668,8,8.88,1.9,3846,0.057308756,17
34893261,6,10398,5,23,13,5923,8,9.32,1.98,4004,0.057308756,17
34893262,6,10398,5,23,14,3246,8,9.59,2.01,4101,0.057308756,17
34893263,6,10398,5,23,15,3249,8,9.84,2.02,4318,0.057308756,17
34893264,6,10398,5,23,16,3250,8,10.44,2.05,4635,0.057308756,17
34893265,6,10398,5,23,17,2922,8,11.34,2.05,5062,0.057308756,17
34893266,6,10398,5,23,18,1586,8,14.79,2.17,6015,0.057308756,17
34893267,6,10398,5,23,19,2008,8,15.61,2.27,6560,0.057308756,17
34893268,6,10398,5,23,20,1526,8,16.08,2.42,6852,0.057308756,17
34893269,6,10398,5,23,21,949,8,16.94,2.5,7474,0.057308756,17
34893270,6,10398,5,23,22,1054,8,18.37,2.72,8186,0.057308756,17
34893271,6,10398,5,23,23,1575,8,19.24,2.81,8396,0.057308756,17
34893272,6,10398,5,23,24,1484,8,21.33,3.51,8847,0.057308756,17
34893273,6,10398,5,23,25,1079,8,22.24,3.72,9035,0.057308756,17
34893274,6,10398,5,23,26,1080,8,24.24,4.11,9489,0.057308756,17
34893275,6,10398,5,23,27,1544,8,25.42,4.66,9821,0.057308756,17
34893276,6,10398,5,23,28,1546,8,26.77,4.82,10108,0.057308756,17
34893277,6,10398,5,23,29,1555,8,26.8,4.69,10071,0.057308756,17
34893278,6,10398,5,23,30,2024,8,28.0,4.71,10284,0.057308756,17
34893279,6,10398,5,23,31,3605,8,28.91,4.78,10536,0.057308756,17
34893280,6,10398,5,23,32,4173,8,29.95,5.17,10806,0.057308756,17
34893281,6,10398,5,23,33,3379,8,33.76,5.01,11272,0.057308756,17
34893282,6,10398,5,23,34,2246,8,35.22,4.73,11731,0.057308756,17
34893283,6,10398,5,23,35,255,8,37.67,4.45,12474,0.057308756,17
34893284,6,10398,5,23,36,257,8,38.27,4.41,12739,0.057308756,17
34893285,6,10398,5,23,37,264,8,38.96,4.47,13080,0.057308756,17
34893286,6,10398,5,23,38,2410,8,39.73,4.51,13461,0.057308756,17
34893287,6,10398,5,23,39,427,8,40.57,4.52,13943,0.057308756,17
34893288,6,10398,5,23,40,9999,8,41.74,4.54,14164,0.057308756,17
34893289,6,10398,5,23,41,1435,8,42.42,4.57,14412,0.057308756,17
34893290,6,10398,5,23,42,1444,8,42.92,4.52,14622,0.057308756,17
34893291,6,10398,5,23,43,1445,8,43.25,4.54,14811,0.057308756,17
34893292,6,10398,5,23,44,1371,8,43.57,4.54,14985,0.057308756,17
34893293,6,10398,5,23,45,1368,8,44.96,4.58,15692,0.057308756,17
34893294,6,10398,5,23,46,1367,8,45.39,4.64,15889,0.057308756,17
34893295,6,10398,5,23,47,1370,8,45.79,4.69,16121,0.057308756,17
34926526,6,10398,7,23,1,6004,8,0.48,0.26,0,0.057308756,17
34926527,6,10398,7,23,2,6081,8,0.6,0.26,266,0.057308756,17
34926528,6,10398,7,23,3,9995,8,1.27,0.28,610,0.057308756,17
34926529,6,10398,7,23,4,6124,8,1.64,0.27,823,0.057308756,17
34926530,6,10398,7,23,5,3027,8,2.01,0.29,923,0.057308756,17
34926531,6,10398,7,23,6,3004,8,2.43,0.31,1192,0.057308756,17
34926532,6,10398,7,23,7,9975,8,2.72,0.32,1298,0.057308756,17
34926533,6,10398,7,23,8,3561,8,2.91,0.32,1398,0.057308756,17
34926534,6,10398,7,23,9,9882,8,4.07,0.44,2538,0.057308756,17
34926535,6,10398,7,23,10,3245,8,5.41,0.65,3429,0.057308756,17
34926536,6,10398,7,23,11,5891,8,5.87,0.74,3599,0.057308756,17
34926537,6,10398,7,23,12,3668,8,6.42,0.93,3846,0.057308756,17
34926538,6,10398,7,23,13,5923,8,6.81,0.96,4004,0.057308756,17
34926539,6,10398,7,23,14,3246,8,7.07,0.95,4101,0.057308756,17
34926540,6,10398,7,23,15,3249,8,7.3,0.97,4318,0.057308756,17
34926541,6,10398,7,23,16,3250,8,7.6,0.72,4635,0.057308756,17
34926542,6,10398,7,23,17,2922,8,8.44,0.8,5062,0.057308756,17
34926543,6,10398,7,23,18,1586,8,11.45,1.24,6015,0.057308756,17
34926544,6,10398,7,23,19,2008,8,12.24,1.31,6560,0.057308756,17
34926545,6,10398,7,23,20,1526,8,12.7,1.31,6852,0.057308756,17
34926546,6,10398,7,23,21,949,8,13.56,1.51,7474,0.057308756,17
34926547,6,10398,7,23,22,1054,8,15.45,2.27,7791,0.057308756,17
34926548,6,10398,7,23,23,1575,8,15.86,1.94,8396,0.057308756,17
34926549,6,10398,7,23,24,1484,8,18.49,3.2,8847,0.057308756,17
34926550,6,10398,7,23,25,1079,8,20.12,3.51,9035,0.057308756,17
34926551,6,10398,7,23,26,1080,8,20.98,3.39,9457,0.057308756,17
34926552,6,10398,7,23,27,1544,8,22.05,3.54,9789,0.057308756,17
34926553,6,10398,7,23,28,1546,8,23.34,3.65,10076,0.057308756,17
34926554,6,10398,7,23,29,1555,8,23.06,3.84,9413,0.057308756,17
34926555,6,10398,7,23,30,2024,8,24.12,3.9,9626,0.057308756,17
34926556,6,10398,7,23,31,3605,8,25.11,4.13,9878,0.057308756,17
34926557,6,10398,7,23,32,4173,8,26.32,4.46,10745,0.057308756,17
34926558,6,10398,7,23,33,3379,8,28.65,3.83,10580,0.057308756,17
34926559,6,10398,7,23,34,2246,8,29.89,3.84,11039,0.057308756,17
34926560,6,10398,7,23,35,255,8,33.9,6.54,11782,0.057308756,17
34926561,6,10398,7,23,36,257,8,34.55,6.66,12047,0.057308756,17
34926562,6,10398,7,23,37,264,8,35.25,6.75,12388,0.057308756,17
34926563,6,10398,7,23,38,2410,8,36.08,6.8,12769,0.057308756,17
34926564,6,10398,7,23,39,427,8,36.88,6.85,13251,0.057308756,17
34926565,6,10398,7,23,40,9999,8,37.88,6.95,13472,0.057308756,17
34926566,6,10398,7,23,41,1435,8,38.56,6.97,13720,0.057308756,17
34926567,6,10398,7,23,42,1444,8,39.08,6.88,13930,0.057308756,17
34926568,6,10398,7,23,43,1445,8,39.44,6.91,14119,0.057308756,17
34926569,6,10398,7,23,44,1371,8,39.93,6.96,14293,0.057308756,17
34926570,6,10398,7,23,45,1368,8,42.14,9.2,15511,0.057308756,17
34926571,6,10398,7,23,46,1367,8,42.55,9.19,15708,0.057308756,17
35340419,7,10398,1,6,1,6004,12,0.33,0.2,0,0.057308756,17
35340420,7,10398,1,6,2,6081,12,0.45,0.2,266,0.057308756,17
35340421,7,10398,1,6,3,9995,12,1.19,0.28,587,0.057308756,17
35340422,7,10398,1,6,4,6124,12,1.78,0.29,800,0.057308756,17
35340423,7,10398,1,6,5,3027,12,2.14,0.27,900,0.057308756,17
35340424,7,10398,1,6,6,3004,12,2.74,0.25,1169,0.057308756,17
35340425,7,10398,1,6,7,9975,12,3.06,0.24,1275,0.057308756,17
35340426,7,10398,1,6,8,3561,12,3.25,0.25,1375,0.057308756,17
35340427,7,10398,1,6,9,9882,12,4.69,0.37,2515,0.057308756,17
35340428,7,10398,1,6,10,3245,12,6.14,0.51,3406,0.057308756,17
35340429,7,10398,1,6,11,5891,12,6.58,0.55,3576,0.057308756,17
35340430,7,10398,1,6,12,3668,12,7.12,0.58,3823,0.057308756,17
35340431,7,10398,1,6,13,5923,12,7.59,0.61,3981,0.057308756,17
35340432,7,10398,1,6,14,3246,12,7.85,0.63,4078,0.057308756,17
35340433,7,10398,1,6,15,3249,12,8.12,0.68,4295,0.057308756,17
35340434,7,10398,1,6,16,3250,12,8.72,0.8,4612,0.057308756,17
35340435,7,10398,1,6,17,2922,12,9.54,0.91,5039,0.057308756,17
35340436,7,10398,1,6,18,1586,12,13.09,1.55,5992,0.057308756,17
35340437,7,10398,1,6,19,2008,12,14.04,1.64,6537,0.057308756,17
35340438,7,10398,1,6,20,1526,12,14.47,1.75,6829,0.057308756,17
35340439,7,10398,1,6,21,949,12,15.43,1.94,7451,0.057308756,17
35340440,7,10398,1,6,22,1054,12,17.64,2.22,8163,0.057308756,17
35340441,7,10398,1,6,23,1575,12,18.53,2.55,8366,0.057308756,17
35340442,7,10398,1,6,24,1484,12,21.35,3.31,8817,0.057308756,17
35340443,7,10398,1,6,25,1079,12,22.38,3.48,9005,0.057308756,17
35340444,7,10398,1,6,26,1080,12,23.64,3.5,9459,0.057308756,17
35340445,7,10398,1,6,27,1544,12,24.48,3.59,9791,0.057308756,17
35340446,7,10398,1,6,28,1546,12,25.8,3.74,10078,0.057308756,17
35340447,7,10398,1,6,29,1555,12,24.84,4.16,9809,0.057308756,17
35340448,7,10398,1,6,30,2024,12,25.79,4.39,10022,0.057308756,17
35340449,7,10398,1,6,31,3605,12,27.03,4.54,10274,0.057308756,17
35340450,7,10398,1,6,32,4173,12,28.38,5.01,10544,0.057308756,17
35340451,7,10398,1,6,33,3379,12,30.84,4.79,11010,0.057308756,17
35340452,7,10398,1,6,34,2246,12,31.92,4.85,11469,0.057308756,17
35340453,7,10398,1,6,35,255,12,34.68,4.77,12212,0.057308756,17
35340454,7,10398,1,6,36,257,12,35.39,4.75,12477,0.057308756,17
35340455,7,10398,1,6,37,264,12,36.0,4.78,12818,0.057308756,17
35340456,7,10398,1,6,38,2410,12,36.79,4.8,13199,0.057308756,17
35340457,7,10398,1,6,39,427,12,37.59,4.8,13681,0.057308756,17
35340458,7,10398,1,6,40,9999,12,40.05,3.83,13902,0.057308756,17
35340459,7,10398,1,6,41,1435,12,41.1,3.86,14150,0.057308756,17
35340460,7,10398,1,6,42,1444,12,41.53,3.87,14360,0.057308756,17
35340461,7,10398,1,6,43,1445,12,42.09,3.76,14549,0.057308756,17
35340462,7,10398,1,6,44,1371,12,42.48,3.79,14723,0.057308756,17
35340463,7,10398,1,6,45,1368,12,43.97,3.86,15430,0.057308756,17
