bearing,distance_from_journey_start,distance_from_siri_ride_stop_meters,id,lat,lon,recorded_at_time,siri_ride__duration_minutes,siri_ride__first_vehicle_location_id,siri_ride__gtfs_ride_id,siri_ride__id,siri_ride__journey_ref,siri_ride__last_vehicle_location_id,siri_ride__scheduled_start_time,siri_ride__vehicle_ref,siri_ride_stop_id,siri_route__id,siri_route__line_ref,siri_route__operator_ref,siri_snapshot__snapshot_id,siri_snapshot_id,velocity
316,0,,7795975930,31.863084,35.227474,2026-05-02T01:28:46+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440802,9303,35883,42,2026/05/02/01/29,2208544,0
53,0,,7795975970,31.863103,35.227497,2026-05-02T01:29:43+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440802,9303,35883,42,2026/05/02/01/30,2208545,1
208,150,,7795976009,31.862089,35.226414,2026-05-02T01:30:46+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440802,9303,35883,42,2026/05/02/01/31,2208546,21
226,650,,7795976048,31.860875,35.221163,2026-05-02T01:31:32+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440802,9303,35883,42,2026/05/02/01/32,2208547,19
178,1381,,7795976087,31.859628,35.215346,2026-05-02T01:32:47+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440859,9303,35883,42,2026/05/02/01/33,2208548,35
154,1781,,7795976126,31.856608,35.215925,2026-05-02T01:34:03+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440859,9303,35883,42,2026/05/02/01/34,2208549,0
157,1781,,7795976164,31.856376,35.216061,2026-05-02T01:35:03+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440859,9303,35883,42,2026/05/02/01/35,2208550,23
172,2498,,7795976202,31.851636,35.21782,2026-05-02T01:36:03+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440901,9303,35883,42,2026/05/02/01/36,2208551,48
90,3248,,7795976239,31.849408,35.223085,2026-05-02T01:37:10+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440915,9303,35883,42,2026/05/02/01/37,2208552,56
166,3892,,7795976275,31.847147,35.228439,2026-05-02T01:38:06+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440928,9303,35883,42,2026/05/02/01/38,2208553,41
184,4586,,7795976312,31.840897,35.229968,2026-05-02T01:39:05+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440940,9303,35883,42,2026/05/02/01/39,2208554,31
190,5335,,7795976349,31.835241,35.22749,2026-05-02T01:40:13+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440953,9303,35883,42,2026/05/02/01/40,2208555,34
158,5777,,7795976385,31.831388,35.228972,2026-05-02T01:41:11+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440965,9303,35883,42,2026/05/02/01/41,2208556,26
185,6374,,7795976421,31.826642,35.226924,2026-05-02T01:42:05+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440980,9303,35883,42,2026/05/02/01/42,2208557,49
88,0,,7795976422,31.863068,35.227466,2026-05-02T01:42:00+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445440981,9303,35883,42,2026/05/02/01/42,2208557,2
177,7083,,7795976456,31.820347,35.228294,2026-05-02T01:43:07+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445440993,9303,35883,42,2026/05/02/01/43,2208558,46
314,0,,7795976457,31.863126,35.227395,2026-05-02T01:43:00+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445440981,9303,35883,42,2026/05/02/01/43,2208558,1
119,7311,,7795976491,31.819687,35.230136,2026-05-02T01:44:07+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/44,2208559,27
160,0,,7795976492,31.86312,35.227418,2026-05-02T01:44:11+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445440981,9303,35883,42,2026/05/02/01/44,2208559,0
122,8011,,7795976525,31.816475,35.235089,2026-05-02T01:45:08+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/45,2208560,69
0,0,,7795976526,31.863222,35.227402,2026-05-02T01:45:02+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445440981,9303,35883,42,2026/05/02/01/45,2208560,2
219,9061,,7795976559,31.808938,35.23623,2026-05-02T01:46:09+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/46,2208561,64
263,550,,7795976560,31.861065,35.222257,2026-05-02T01:46:06+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445440981,9303,35883,42,2026/05/02/01/46,2208561,33
206,10011,,7795976592,31.800689,35.233255,2026-05-02T01:47:09+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/47,2208562,47
288,1181,,7795976593,31.860156,35.215805,2026-05-02T01:47:06+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441038,9303,35883,42,2026/05/02/01/47,2208562,22
224,10361,,7795976623,31.798229,35.231539,2026-05-02T01:48:10+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/48,2208563,0
147,1781,,7795976624,31.857039,35.215696,2026-05-02T01:48:07+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441038,9303,35883,42,2026/05/02/01/48,2208563,31
212,10511,,7795976654,31.797271,35.231469,2026-05-02T01:49:11+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441005,9303,35883,42,2026/05/02/01/49,2208564,1
169,2498,,7795976655,31.851836,35.217783,2026-05-02T01:49:07+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441057,9303,35883,42,2026/05/02/01/49,2208564,45
166,10886,,7795976685,31.795092,35.23444,2026-05-02T01:50:11+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441069,9303,35883,42,2026/05/02/01/50,2208565,24
96,3098,,7795976686,31.849493,35.221684,2026-05-02T01:50:07+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441057,9303,35883,42,2026/05/02/01/50,2208565,52
260,11405,,7795976716,31.792687,35.231274,2026-05-02T01:51:11+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441080,9303,35883,42,2026/05/02/01/51,2208566,23
151,3742,,7795976717,31.848251,35.228001,2026-05-02T01:51:06+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441081,9303,35883,42,2026/05/02/01/51,2208566,41
199,11778,,7795976747,31.791804,35.228839,2026-05-02T01:52:11+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441092,9303,35883,42,2026/05/02/01/52,2208567,33
162,4206,,7795976748,31.844406,35.229269,2026-05-02T01:52:08+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441093,9303,35883,42,2026/05/02/01/52,2208567,35
94,0,,7795976749,31.863052,35.227472,2026-05-02T01:52:13+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/52,2208567,0
134,12219,,7795976778,31.788084,35.22925,2026-05-02T01:53:12+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441104,9303,35883,42,2026/05/02/01/53,2208568,39
187,4911,,7795976779,31.838185,35.229729,2026-05-02T01:53:09+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441105,9303,35883,42,2026/05/02/01/53,2208568,53
358,0,,7795976780,31.863107,35.227467,2026-05-02T01:53:09+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/53,2208568,1
171,12751,,7795976809,31.784929,35.228913,2026-05-02T01:54:28+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441115,9303,35883,42,2026/05/02/01/54,2208569,32
150,5677,,7795976810,31.832072,35.228767,2026-05-02T01:54:24+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441116,9303,35883,42,2026/05/02/01/54,2208569,41
200,0,,7795976811,31.863068,35.227467,2026-05-02T01:54:25+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/54,2208569,0
143,12901,,7795976839,31.783647,35.228988,2026-05-02T01:55:28+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441125,9303,35883,42,2026/05/02/01/55,2208570,1
203,6144,,7795976840,31.828394,35.227996,2026-05-02T01:55:25+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441126,9303,35883,42,2026/05/02/01/55,2208570,0
264,0,,7795976841,31.863082,35.227417,2026-05-02T01:55:26+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/55,2208570,0
119,12901,,7795976871,31.783673,35.22912,2026-05-02T01:56:14+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441125,9303,35883,42,2026/05/02/01/56,2208571,14
155,6672,,7795976872,31.824117,35.227203,2026-05-02T01:56:26+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441135,9303,35883,42,2026/05/02/01/56,2208571,19
313,0,,7795976873,31.863079,35.227395,2026-05-02T01:56:26+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/56,2208571,1
67,13295,,7795976903,31.785821,35.229412,2026-05-02T01:57:15+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441141,9303,35883,42,2026/05/02/01/57,2208572,29
171,7133,,7795976904,31.819759,35.228355,2026-05-02T01:57:25+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441142,9303,35883,42,2026/05/02/01/57,2208572,1
125,0,,7795976905,31.863076,35.227431,2026-05-02T01:57:27+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/57,2208572,0
14,13820,,7795976934,31.789008,35.228839,2026-05-02T01:58:24+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441149,9303,35883,42,2026/05/02/01/58,2208573,39
119,7361,,7795976935,31.819588,35.230371,2026-05-02T01:58:26+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/01/58,2208573,39
125,0,,7795976936,31.863087,35.2274,2026-05-02T01:58:27+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/58,2208573,0
49,14278,,7795976966,31.792807,35.229309,2026-05-02T01:59:15+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441155,9303,35883,42,2026/05/02/01/59,2208574,29
82,7561,,7795976967,31.819478,35.2325,2026-05-02T01:59:26+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/01/59,2208574,6
221,0,,7795976968,31.863059,35.227375,2026-05-02T01:59:28+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/01/59,2208574,0
15,14676,,7795976998,31.794142,35.229437,2026-05-02T02:00:16+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441162,9303,35883,42,2026/05/02/02/00,2208575,33
176,8511,,7795976999,31.813043,35.238661,2026-05-02T02:00:26+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/02/00,2208575,65
283,0,,7795977000,31.863067,35.227333,2026-05-02T02:00:28+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/02/00,2208575,2
23,15055,,7795977033,31.796954,35.231393,2026-05-02T02:01:16+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441172,9303,35883,42,2026/05/02/02/01,2208576,0
196,9761,,7795977034,31.803028,35.234538,2026-05-02T02:01:27+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/02/01,2208576,76
259,450,,7795977035,31.861216,35.223351,2026-05-02T02:01:28+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441094,9303,35883,42,2026/05/02/02/01,2208576,50
357,15255,,7795977068,31.798141,35.231661,2026-05-02T02:02:19+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441181,9303,35883,42,2026/05/02/02/02,2208577,10
211,10361,,7795977069,31.79825,35.231577,2026-05-02T02:02:27+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/02/02,2208577,1
260,1081,,7795977070,31.860232,35.216629,2026-05-02T02:02:28+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441182,9303,35883,42,2026/05/02/02/02,2208577,53
24,15609,,7795977103,31.800926,35.23353,2026-05-02T02:03:19+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441194,9303,35883,42,2026/05/02/02/03,2208578,42
200,10511,,7795977104,31.797378,35.231491,2026-05-02T02:03:27+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441150,9303,35883,42,2026/05/02/02/03,2208578,0
158,1681,,7795977105,31.857738,35.215363,2026-05-02T02:03:29+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441182,9303,35883,42,2026/05/02/02/03,2208578,13
40,16559,,7795977137,31.809026,35.236436,2026-05-02T02:04:17+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441194,9303,35883,42,2026/05/02/02/04,2208579,65
116,10836,,7795977138,31.795413,35.234234,2026-05-02T02:04:28+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441204,9303,35883,42,2026/05/02/02/04,2208579,1
159,2249,,7795977139,31.854214,35.217078,2026-05-02T02:04:21+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441205,9303,35883,42,2026/05/02/02/04,2208579,28
306,17659,,7795977170,31.816865,35.23484,2026-05-02T02:05:20+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441194,9303,35883,42,2026/05/02/02/05,2208580,62
264,11179,,7795977171,31.79293,35.233371,2026-05-02T02:05:28+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441216,9303,35883,42,2026/05/02/02/05,2208580,33
171,2498,,7795977172,31.85178,35.217762,2026-05-02T02:05:14+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441217,9303,35883,42,2026/05/02/02/05,2208580,42
275,18059,,7795977206,31.8195,35.232994,2026-05-02T02:06:21+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441194,9303,35883,42,2026/05/02/02/06,2208581,1
197,11655,,7795977207,31.792548,35.229129,2026-05-02T02:06:28+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441230,9303,35883,42,2026/05/02/02/06,2208581,28
91,3198,,7795977208,31.849417,35.222973,2026-05-02T02:06:26+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441231,9303,35883,42,2026/05/02/02/06,2208581,49
279,18509,,7795977242,31.820082,35.228562,2026-05-02T02:07:21+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441194,9303,35883,42,2026/05/02/02/07,2208582,0
196,12078,,7795977243,31.789223,35.228929,2026-05-02T02:07:29+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441240,9303,35883,42,2026/05/02/02/07,2208582,32
150,3742,,7795977244,31.84834,35.227833,2026-05-02T02:07:16+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441241,9303,35883,42,2026/05/02/02/07,2208582,41
5,18984,,7795977278,31.8242,35.227281,2026-05-02T02:08:21+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441251,9303,35883,42,2026/05/02/02/08,2208583,22
222,12484,,7795977279,31.786298,35.230612,2026-05-02T02:08:17+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441252,9303,35883,42,2026/05/02/02/08,2208583,20
169,4386,,7795977280,31.842935,35.229777,2026-05-02T02:08:15+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441253,9303,35883,42,2026/05/02/02/08,2208583,40
17,19562,,7795977314,31.829041,35.228367,2026-05-02T02:09:22+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441265,9303,35883,42,2026/05/02/02/09,2208584,0
229,12851,,7795977315,31.784253,35.228726,2026-05-02T02:09:15+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441266,9303,35883,42,2026/05/02/02/09,2208584,24
184,4861,,7795977316,31.838589,35.229732,2026-05-02T02:09:17+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441267,9303,35883,42,2026/05/02/02/09,2208584,51
104,0,,7795977317,31.863035,35.227463,2026-05-02T02:09:28+00:00,,,,135091865,2026-05-02-0,,2026-05-02T02:09:06+00:00,14544604,3445441268,9303,35883,42,2026/05/02/02/09,2208584,1
339,19883,,7795977351,31.831934,35.228932,2026-05-02T02:10:24+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441278,9303,35883,42,2026/05/02/02/10,2208585,0
63,12901,,7795977352,31.783643,35.229282,2026-05-02T02:10:15+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441266,9303,35883,42,2026/05/02/02/10,2208585,7
169,5435,,7795977353,31.834279,35.227555,2026-05-02T02:10:17+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441279,9303,35883,42,2026/05/02/02/10,2208585,39
265,0,,7795977354,31.863033,35.227409,2026-05-02T02:10:28+00:00,,,,135091865,2026-05-02-0,,2026-05-02T02:09:06+00:00,14544604,3445441268,9303,35883,42,2026/05/02/02/10,2208585,0
30,20375,,7795977390,31.835761,35.227767,2026-05-02T02:11:22+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441290,9303,35883,42,2026/05/02/02/11,2208586,25
68,13345,,7795977391,31.78588,35.229543,2026-05-02T02:11:15+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441291,9303,35883,42,2026/05/02/02/11,2208586,28
199,5894,,7795977392,31.830496,35.228802,2026-05-02T02:11:28+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441292,9303,35883,42,2026/05/02/02/11,2208586,39
26,0,,7795977393,31.863084,35.227431,2026-05-02T02:11:28+00:00,,,,135091865,2026-05-02-0,,2026-05-02T02:09:06+00:00,14544604,3445441268,9303,35883,42,2026/05/02/02/11,2208586,0
59,20587,,7795977429,31.837106,35.229561,2026-05-02T02:12:08+00:00,,,,135091848,2026-05-02-585361093,,2026-05-02T01:30:00+00:00,7288152,3445441290,9303,35883,42,2026/05/02/02/12,2208587,0
322,13545,,7795977430,31.787058,35.230269,2026-05-02T02:11:59+00:00,,,,135091850,2026-05-02-585361094,,2026-05-02T01:45:00+00:00,31621001,3445441306,9303,35883,42,2026/05/02/02/12,2208587,29
190,6324,,7795977431,31.826744,35.22692,2026-05-02T02:12:08+00:00,,,,135091851,2026-05-02-585327237,,2026-05-02T02:00:00+00:00,31621101,3445441307,9303,35883,42,2026/05/02/02/12,2208587,43
341,0,,7795977432,31.863123,35.227421,2026-05-02T02:12:13+00:00,,,,135091865,2026-05-02-0,,2026-05-02T02:09:06+00:00,14544604,3445441268,9303,35883,42,2026/05/02/02/12,2208587,0
99,0,,7795977760,31.863065,35.227482,2026-05-02T02:23:31+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/23,2208598,7
90,0,,7795977787,31.863048,35.227503,2026-05-02T02:24:31+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/24,2208599,1
57,0,,7795977815,31.863054,35.227541,2026-05-02T02:25:32+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/25,2208600,1
305,0,,7795977856,31.863089,35.227489,2026-05-02T02:26:32+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/26,2208601,1
131,0,,7795977897,31.863073,35.227511,2026-05-02T02:27:32+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/27,2208602,0
215,0,,7795977940,31.863039,35.227497,2026-05-02T02:28:33+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/28,2208603,0
215,0,,7795977985,31.863064,35.227496,2026-05-02T02:29:33+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/29,2208604,1
213,0,,7795978030,31.863197,35.226923,2026-05-02T02:30:33+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441462,9303,35883,42,2026/05/02/02/30,2208605,29
254,700,,7795978079,31.860733,35.22075,2026-05-02T02:31:37+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441624,9303,35883,42,2026/05/02/02/31,2208606,28
172,1381,,7795978132,31.859759,35.215315,2026-05-02T02:32:34+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441624,9303,35883,42,2026/05/02/02/32,2208607,33
154,1781,,7795978185,31.856402,35.216008,2026-05-02T02:33:36+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441624,9303,35883,42,2026/05/02/02/34,2208608,0
172,2448,,7795978237,31.852461,35.217688,2026-05-02T02:34:40+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441729,9303,35883,42,2026/05/02/02/35,2208609,28
94,2948,,7795978291,31.849529,35.220017,2026-05-02T02:35:35+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441729,9303,35883,42,2026/05/02/02/36,2208610,30
145,3643,,7795978353,31.849005,35.227352,2026-05-02T02:36:35+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441794,9303,35883,42,2026/05/02/02/37,2208611,33
169,4386,,7795978414,31.842952,35.22979,2026-05-02T02:37:42+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441823,9303,35883,42,2026/05/02/02/38,2208612,41
185,4761,,7795978475,31.839347,35.229801,2026-05-02T02:38:36+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441852,9303,35883,42,2026/05/02/02/39,2208613,38
180,5335,,7795978540,31.834902,35.227475,2026-05-02T02:39:36+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441889,9303,35883,42,2026/05/02/02/40,2208614,32
199,5894,,7795978604,31.830499,35.228809,2026-05-02T02:40:40+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441922,9303,35883,42,2026/05/02/02/41,2208615,44
198,6094,,7795978673,31.828632,35.228108,2026-05-02T02:41:42+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445441965,9303,35883,42,2026/05/02/02/42,2208616,34
161,6672,,7795978741,31.823914,35.227267,2026-05-02T02:42:37+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445442001,9303,35883,42,2026/05/02/02/43,2208617,9
83,0,,7795978742,31.863066,35.22753,2026-05-02T02:42:43+00:00,,,,135091927,2026-05-02-585327240,,2026-05-02T02:45:00+00:00,7288152,3445442002,9303,35883,42,2026/05/02/02/43,2208617,0
165,6933,,7795978808,31.821827,35.228023,2026-05-02T02:43:41+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445442047,9303,35883,42,2026/05/02/02/44,2208618,43
211,0,,7795978809,31.86298,35.227515,2026-05-02T02:43:30+00:00,,,,135091927,2026-05-02-585327240,,2026-05-02T02:45:00+00:00,7288152,3445442002,9303,35883,42,2026/05/02/02/44,2208618,5
154,7133,,7795978877,31.819734,35.228376,2026-05-02T02:44:38+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445442047,9303,35883,42,2026/05/02/02/45,2208619,0
41,0,,7795978878,31.863067,35.227398,2026-05-02T02:44:30+00:00,,,,135091927,2026-05-02-585327240,,2026-05-02T02:45:00+00:00,7288152,3445442002,9303,35883,42,2026/05/02/02/45,2208619,2
80,7511,,7795978946,31.8194,35.231942,2026-05-02T02:45:38+00:00,,,,135091877,2026-05-02-585327239,,2026-05-02T02:30:00+00:00,14544704,3445442138,9303,35883,42,2026/05/02/02/46,2208620,49
252,300,,7795978947,31.861531,35.224656,2026-05-02T02:45:30+00:00,,,,135091927,2026-05-02-585327240,,2026-05-02T02:45:00+00:00,7288152,3445442002,9303,35883,42,2026/05/02/02/46,2208620,56
