gtfs_ride__end_time,gtfs_ride__gtfs_route_id,gtfs_ride__journey_ref,gtfs_ride__start_time,gtfs_ride_stop__arrival_time,gtfs_ride_stop__departure_time,gtfs_ride_stop__drop_off_type,gtfs_ride_stop__gtfs_ride_id,gtfs_ride_stop__gtfs_stop_id,gtfs_ride_stop__pickup_type,gtfs_ride_stop__shape_dist_traveled,gtfs_ride_stop__stop_sequence,gtfs_route__agency_name,gtfs_route__date,gtfs_route__line_ref,gtfs_route__operator_ref,gtfs_route__route_alternative,gtfs_route__route_direction,gtfs_route__route_long_name,gtfs_route__route_mkt,gtfs_route__route_short_name,gtfs_route__route_type,gtfs_stop__city,gtfs_stop__code,gtfs_stop__date,gtfs_stop__lat,gtfs_stop__lon,gtfs_stop__name,gtfs_stop_id,id,nearest_siri_vehicle_location__bearing,nearest_siri_vehicle_location__distance_from_journey_start,nearest_siri_vehicle_location__distance_from_siri_ride_stop_meters,nearest_siri_vehicle_location__lat,nearest_siri_vehicle_location__lon,nearest_siri_vehicle_location__recorded_at_time,nearest_siri_vehicle_location__siri_ride_stop_id,nearest_siri_vehicle_location__siri_snapshot_id,nearest_siri_vehicle_location__velocity,nearest_siri_vehicle_location_id,order,siri_ride__duration_minutes,siri_ride__first_vehicle_location_id,siri_ride__gtfs_ride_id,siri_ride__journey_gtfs_ride_id,siri_ride__journey_ref,siri_ride__last_vehicle_location_id,siri_ride__route_gtfs_ride_id,siri_ride__scheduled_start_time,siri_ride__siri_route_id,siri_ride__updated_duration_minutes,siri_ride__updated_first_last_vehicle_locations,siri_ride__vehicle_ref,siri_ride_id,siri_stop__code,siri_stop_id
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454889,,,,,,,,,,,57,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5814,18475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454669,,,,,,,,,,,56,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,699,10165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454557,,,,,,,,,,,54,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5962,21511
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454445,,,,,,,,,,,52,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5721,12765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454325,,,,,,,,,,,51,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,1633,30407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454212,,,,,,,,,,,50,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,61448,13582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445454100,,,,,,,,,,,49,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,887,9285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445453981,,,,,,,,,,,48,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,883,5168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445452160,,,,,,,,,,,47,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,882,2942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445451386,,,,,,,,,,,46,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5715,2295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445451242,,,,,,,,,,,45,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5713,10364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450971,,,,,,,,,,,43,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5709,8071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450822,,,,,,,,,,,42,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,380,5163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450821,,,,,,,,,,,56,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,699,10165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450685,,,,,,,,,,,41,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5711,2931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450684,,,,,,,,,,,55,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5723,9075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450549,,,,,,,,,,,40,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5707,22687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450548,,,,,,,,,,,53,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,2109,7822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450423,,,,,,,,,,,39,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5798,2932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450422,,,,,,,,,,,51,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,1633,30407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450302,,,,,,,,,,,50,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,61448,13582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450183,,,,,,,,,,,38,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5774,9283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450182,,,,,,,,,,,49,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,887,9285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450069,,,,,,,,,,,48,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,883,5168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449527,,,,,,,,,,,37,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,3637,585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449390,,,,,,,,,,,36,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,1363,7832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449103,,,,,,,,,,,35,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,314,6482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449102,,,,,,,,,,,47,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,882,2942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448968,,,,,,,,,,,34,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,265,4861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448967,,,,,,,,,,,46,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5715,2295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448842,,,,,,,,,,,33,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,264,2341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448841,,,,,,,,,,,45,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5713,10364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448719,,,,,,,,,,,32,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,257,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448718,,,,,,,,,,,44,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5712,9282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448582,,,,,,,,,,,43,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5709,8071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448446,,,,,,,,,,,30,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,4136,1510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448445,,,,,,,,,,,41,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5711,2931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448306,,,,,,,,,,,40,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5707,22687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448179,,,,,,,,,,,39,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5798,2932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447914,,,,,,,,,,,29,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5799,2935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447741,,,,,,,,,,,28,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,246,9085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447740,,,,,,,,,,,37,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,3637,585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447653,,,,,,,,,,,26,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,256,6481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447558,,,,,,,,,,,36,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,1363,7832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447436,,,,,,,,,,,25,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,263,4859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447435,,,,,,,,,,,35,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,314,6482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447326,,,,,,,,,,,24,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,2411,2333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447325,,,,,,,,,,,34,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,265,4861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447226,,,,,,,,,,,23,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5714,1507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447225,,,,,,,,,,,33,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,264,2341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447224,,,,,,,,,,,57,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5814,18475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447129,,,,,,,,,,,22,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,2424,1954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447128,,,,,,,,,,,32,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,257,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447127,,,,,,,,,,,56,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,699,10165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447030,,,,,,,,,,,31,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,255,124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447029,,,,,,,,,,,55,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5723,9075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446932,,,,,,,,,,,53,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,2109,7822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446831,,,,,,,,,,,30,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,4136,1510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446830,,,,,,,,,,,51,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,1633,30407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446732,,,,,,,,,,,50,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,61448,13582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446625,,,,,,,,,,,21,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,1895,32833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446624,,,,,,,,,,,49,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,887,9285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446522,,,,,,,,,,,20,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5797,2938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446521,,,,,,,,,,,48,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,883,5168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446416,,,,,,,,,,,19,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,1533,2939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446323,,,,,,,,,,,17,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5706,16099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446322,,,,,,,,,,,46,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5715,2295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446219,,,,,,,,,,,16,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5710,15577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446218,,,,,,,,,,,45,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5713,10364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446120,,,,,,,,,,,44,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5712,9282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446026,,,,,,,,,,,15,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,875,6746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446025,,,,,,,,,,,43,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5709,8071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445926,,,,,,,,,,,14,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,874,5169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445925,,,,,,,,,,,29,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5799,2935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445924,,,,,,,,,,,42,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,380,5163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445827,,,,,,,,,,,13,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,879,2943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445826,,,,,,,,,,,28,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,246,9085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445825,,,,,,,,,,,39,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5798,2932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445735,,,,,,,,,,,11,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,693,9284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445734,,,,,,,,,,,27,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,254,7831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445733,,,,,,,,,,,38,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,5774,9283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445640,,,,,,,,,,,10,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,886,8073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445639,,,,,,,,,,,25,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,263,4859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445540,,,,,,,,,,,7,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,60399,6745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445539,,,,,,,,,,,24,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,2411,2333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445439,,,,,,,,,,,23,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5714,1507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445354,,,,,,,,,,,5,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,5722,20535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445353,,,,,,,,,,,22,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,2424,1954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445271,,,,,,,,,,,37,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,3637,585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445095,,,,,,,,,,,2,,,,,2026-05-02-585327243,,,2026-05-02T03:30:00+00:00,9303,,,14545104,135092089,700,9076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445094,,,,,,,,,,,35,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,314,6482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445093,,,,,,,,,,,56,,,,,2026-05-02-585327240,,,2026-05-02T02:45:00+00:00,9303,,,7288152,135091927,699,10165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445010,,,,,,,,,,,33,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,264,2341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445445009,,,,,,,,,,,54,,,,,2026-05-02-585327240,,,2026-05-02T02:45:00+00:00,9303,,,7288152,135091927,5962,21511
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444937,,,,,,,,,,,21,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,1895,32833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444936,,,,,,,,,,,32,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,257,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444935,,,,,,,,,,,52,,,,,2026-05-02-585327240,,,2026-05-02T02:45:00+00:00,9303,,,7288152,135091927,5721,12765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444869,,,,,,,,,,,51,,,,,2026-05-02-585327240,,,2026-05-02T02:45:00+00:00,9303,,,7288152,135091927,1633,30407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444800,,,,,,,,,,,20,,,,,2026-05-02-585327242,,,2026-05-02T03:15:00+00:00,9303,,,31621001,135092032,5797,2938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445444799,,,,,,,,,,,30,,,,,2026-05-02-585327241,,,2026-05-02T03:00:00+00:00,9303,,,31621201,135091953,4136,1510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445453512,,,,,,,,,,,48,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,65447,2336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445452459,,,,,,,,,,,47,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,6195,2337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445451426,,,,,,,,,,,46,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,65294,2338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445451138,,,,,,,,,,,45,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,703,12924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445451010,,,,,,,,,,,44,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,704,12104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450872,,,,,,,,,,,43,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,4138,2339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450727,,,,,,,,,,,41,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,887,9285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445450458,,,,,,,,,,,40,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,883,5168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449823,,,,,,,,,,,39,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,882,2942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449145,,,,,,,,,,,38,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,5715,2295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449144,,,,,,,,,,,48,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,65447,2336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445449004,,,,,,,,,,,37,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,5713,10364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448617,,,,,,,,,,,35,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,5709,8071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448481,,,,,,,,,,,34,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,5708,15578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448344,,,,,,,,,,,33,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,1548,15042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445448343,,,,,,,,,,,47,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,6195,2337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447853,,,,,,,,,,,46,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,65294,2338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447770,,,,,,,,,,,32,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,3637,585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447684,,,,,,,,,,,30,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,314,6482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447591,,,,,,,,,,,29,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,265,4861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447468,,,,,,,,,,,28,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,264,2341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447467,,,,,,,,,,,45,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,703,12924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447363,,,,,,,,,,,27,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,257,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447362,,,,,,,,,,,44,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,704,12104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447262,,,,,,,,,,,26,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,255,124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447261,,,,,,,,,,,43,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,4138,2339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447158,,,,,,,,,,,42,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,61448,13582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445447063,,,,,,,,,,,41,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,887,9285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446857,,,,,,,,,,,40,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,883,5168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446760,,,,,,,,,,,25,,,,,2026-05-02-584771243,,,2026-05-02T03:10:00+00:00,7497,,,30501802,135092022,4136,1510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446657,,,,,,,,,,,38,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,5715,2295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446549,,,,,,,,,,,37,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,5713,10364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445446442,,,,,,,,,,,35,,,,,2026-05-02-585418475,,,2026-05-02T02:55:00+00:00,7497,,,30502802,135091949,5709,8071
